Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
164.675,437.825,0.00228402,0.9493243875150903,-0.05200472,46.964,5.059,504,85.164,59.328,237.092,0
194.877,468.027,0.00213663,2.799356379714079,1.02938953,57.034,3.523,1000,278.939,61.902,237.615,1
199.254,472.404,0.00211683,3.236971284011713,1.1746381,58.97,4.008,535,11.182,65.266,28.457,1
49.861,323.011,0.00309587,0.002457570107200437,-6.00858218,42.048,14.129,492,99.862,52.284,22.73,0
107.376,380.526,0.00262794,0.0761248364734676,-2.5753807,40.102,11.787,944,83.496,69.519,213.696,0
149.657,422.807,0.00236515,0.5234882371796941,-0.64724072,45.067,5.297,280,191.32,58.504,116.404,0
96.604,369.754,0.0027045,0.04340852278731625,-3.13709948,38.265,11.88,475,82.199,50.604,38.704,0
94.444,367.594,0.00272039,0.03863109357759902,-3.25369779,40.514,6.862,385,55.073,66.119,36.108,0
93.768,366.918,0.0027254,0.03723631459248435,-3.2904708,45.043,12.161,886,186.146,52.297,109.101,0
133.314,406.464,0.00246024,0.2605473606643143,-1.34497063,41.349,12.563,212,26.987,55.049,128.528,0
159.16,432.31,0.00231315,0.7666032319046834,-0.26578591,48.085,6.164,623,61.435,66.264,211.267,1
109.384,382.534,0.00261415,0.08423292778278452,-2.47416937,41.595,2.395,809,165.346,69.587,87.69,0
124.982,398.132,0.00251173,0.1785772408461238,-1.72273405,37.291,8.091,294,34.907,66.228,159.564,0
146.283,419.433,0.00238417,0.4552845871774823,-0.78683259,47.139,1.445,227,66.0,71.7,154.432,1
102.822,375.972,0.00265977,0.06026962658924102,-2.80892701,37.564,2.658,736,89.102,61.148,38.261,0
166.725,439.875,0.00227337,1.026437416578822,0.02609399,47.602,8.812,417,159.509,56.138,214.741,0
126.606,399.756,0.00250153,0.1924597575262928,-1.6478682,45.68,5.485,1148,133.221,60.677,191.042,0
38.766,311.916,0.00320599,0.00109549775356477,-6.81654645,41.572,2.47,400,203.528,51.019,73.199,0
94.375,367.525,0.0027209,0.03848660378921198,-3.25744505,44.857,12.601,1104,239.38,57.118,102.079,0
64.985,338.135,0.0029574,0.006787880873574422,-4.99261648,39.093,4.445,788,129.624,58.262,44.646,0
75.444,348.594,0.00286867,0.013015841747917,-4.34158807,37.033,7.983,415,258.655,70.749,59.638,0
166.145,439.295,0.00227637,1.004080009107263,0.00407171,44.108,10.382,525,284.856,50.534,219.333,0
125.901,399.051,0.00250595,0.1863192621570308,-1.68029361,37.28,10.956,1067,240.228,55.13,213.124,0
140.622,413.772,0.00241679,0.3583811284449072,-1.02615825,41.495,13.968,791,29.153,64.328,89.652,0
199.002,472.152,0.00211796,3.210249526554369,1.16634867,49.555,11.102,1200,200.302,49.293,221.22,1
176.96,450.11,0.00222168,1.499863035051201,0.40537379,48.436,13.179,391,89.973,61.242,184.893,0
151.12,424.27,0.00235699,0.5557690975286559,-0.58740236,48.298,10.677,921,12.6,69.189,61.088,0
66.162,339.312,0.00294714,0.007318505941343531,-4.91734908,38.319,13.077,854,71.019,55.062,227.223,0
40.571,313.721,0.00318755,0.001254259790492544,-6.68120969,44.038,5.454,735,174.191,65.464,134.136,0
43.421,316.571,0.00315885,0.001548200092810821,-6.47066225,35.864,1.627,137,267.349,51.193,163.012,0
158.951,432.101,0.00231427,0.7603360129040411,-0.27399482,44.263,1.259,188,212.587,70.064,209.299,0
184.889,458.039,0.00218322,1.988832674724643,0.68754787,49.98,12.333,822,194.267,63.056,45.973,1
148.798,421.948,0.00236996,0.5053176008201078,-0.68256813,47.079,7.479,1199,297.694,51.678,137.043,1
179.278,452.428,0.0022103,1.630503583548976,0.48888891,52.639,1.794,293,22.208,68.661,138.682,1
167.593,440.743,0.0022689,1.060714980682827,0.05894319,51.555,12.944,174,203.794,53.16,243.757,0
191.141,464.291,0.00215382,2.467599566417039,0.90324584,55.11,10.664,758,194.835,57.176,218.762,1
70.489,343.639,0.00291003,0.009608801430036638,-4.64507578,36.734,14.63,564,157.345,56.346,218.317,0
46.495,319.645,0.00312847,0.001934753585174073,-6.24777531,39.318,6.788,149,54.885,73.136,110.5,0
55.802,328.952,0.00303996,0.003703969529765543,-5.59835019,39.166,10.428,906,52.728,51.09,94.708,0
149.202,422.352,0.00236769,0.5137927804124887,-0.66593525,48.038,9.105,174,60.874,63.568,102.394,0
35.962,309.112,0.00323507,0.0008850009594149021,-7.02992183,35.923,4.677,1044,257.155,69.727,237.955,0
85.327,358.477,0.00278958,0.02325298679138752,-3.76132169,38.847,1.044,1123,71.224,64.579,32.533,0
75.038,348.188,0.00287201,0.012700293302013,-4.36613019,40.197,7.921,333,184.561,53.898,198.882,0
103.229,376.379,0.0026569,0.06155497906953297,-2.78782453,38.6,6.681,1102,100.206,65.655,180.661,0
48.774,321.924,0.00310632,0.002276128662932696,-6.08527923,41.44,1.432,240,108.757,49.613,81.191,0
78.9,352.05,0.00284051,0.01600315280884655,-4.13496953,43.782,6.843,688,16.715,55.181,97.979,0
88.837,361.987,0.00276253,0.0283575536927896,-3.56286184,36.576,9.154,907,146.894,56.842,207.422,0
87.823,360.973,0.00277029,0.02678808045116458,-3.61979825,40.456,14.635,348,268.283,72.653,162.572,0
108.526,381.676,0.00262002,0.0806782917129382,-2.51728574,39.256,7.452,1075,137.416,71.677,34.119,0
119.006,392.156,0.00255001,0.1348537169174029,-2.00356467,39.195,7.322,1060,86.677,51.214,31.694,0
150.078,423.228,0.00236279,0.5326030134922762,-0.62997895,39.548,9.426,751,224.799,69.701,12.117,0
146.851,420.001,0.00238095,0.4661835533454156,-0.76317583,47.032,9.014,1075,154.437,64.988,97.332,0
187.036,460.186,0.00217303,2.143160240323646,0.76228149,53.807,14.699,805,31.8,65.913,122.724,1
196.612,469.762,0.00212874,2.966220109231946,1.08728845,53.012,9.807,231,262.181,60.006,204.803,1
178.489,451.639,0.00221416,1.584958628889847,0.46055831,50.634,1.374,647,292.215,58.216,123.58,1
143.568,416.718,0.0023997,0.4062440958917803,-0.90080108,46.475,12.748,183,261.891,54.979,112.277,0
199.146,472.296,0.00211732,3.225495467221836,1.17108657,57.613,9.68,829,212.541,52.823,156.768,1
96.287,369.437,0.00270682,0.04267568340680266,-3.154126,36.66,13.74,774,58.664,68.583,52.184,0
192.496,465.646,0.00214755,2.58372072474572,0.9492305,56.98,9.699,566,34.334,53.586,158.871,1
187.197,460.347,0.00217227,2.155143997555037,0.76785754,52.566,9.019,610,42.544,59.836,127.081,1
179.354,452.504,0.00220993,1.634950662590402,0.49161263,51.919,6.155,632,125.121,65.16,217.848,1
152.193,425.343,0.00235104,0.5805512975987384,-0.54377711,45.877,6.951,812,294.463,68.872,100.412,0
105.707,378.857,0.00263952,0.06992573484259738,-2.66032153,35.792,10.073,391,237.186,57.961,95.623,0
67.37,340.52,0.00293669,0.007901992561862099,-4.84064033,39.888,10.451,1094,198.858,68.961,181.516,0
49.035,322.185,0.00310381,0.002318543110012238,-6.06681626,44.901,9.849,161,34.924,61.267,216.172,0
162.542,435.692,0.0022952,0.8745501495410533,-0.13404564,46.968,9.657,819,120.441,62.571,212.645,0
182.523,455.673,0.00219456,1.830109047368271,0.60437555,48.293,2.229,1109,38.909,57.638,112.229,1
131.239,404.389,0.00247287,0.2374987005688628,-1.43759313,46.238,6.737,191,259.558,57.636,110.239,0
113.766,386.916,0.00258454,0.1046696014208751,-2.25694654,38.349,14.895,837,92.222,61.491,74.69,0
56.447,329.597,0.00303401,0.003869220362764065,-5.55470225,41.887,7.318,565,109.742,62.405,218.139,0
92.145,365.295,0.00273751,0.03407080973370205,-3.37931428,44.131,9.52,591,123.845,51.073,236.175,0
181.391,454.541,0.00220002,1.758174347966,0.56427597,55.013,7.363,227,260.562,71.898,87.321,1
120.664,393.814,0.00253927,0.1459055405889624,-1.92479585,44.907,7.906,661,284.504,68.894,56.37,0
172.88,446.03,0.002242,1.292097754662282,0.25626706,48.282,2.193,252,92.129,63.592,141.041,1
166.54,439.69,0.00227433,1.01925905890985,0.01907595,45.118,6.166,529,200.307,50.417,29.07,0
70.921,344.071,0.00290638,0.009869871087193458,-4.61826849,41.524,11.026,875,211.904,70.82,100.547,0
163.499,436.649,0.00229017,0.907431036209297,-0.09713771,45.602,8.812,170,118.903,55.414,238.598,0
82.918,356.068,0.00280845,0.02024608532818652,-3.89979382,39.457,10.95,205,238.724,50.044,52.034,0
138.018,411.168,0.0024321,0.3203124293370178,-1.13845842,46.739,3.408,133,173.357,66.981,49.846,1
118.158,391.308,0.00255553,0.1294954234726949,-2.04410974,37.322,12.097,1043,56.95,51.626,106.949,0
122.596,395.746,0.00252687,0.1597983800146918,-1.83384238,39.745,5.771,844,178.454,49.78,64.105,0
162.911,436.061,0.00229326,0.8871018371564507,-0.11979549,42.743,8.642,878,221.024,51.104,97.886,0
88.43,361.58,0.00276564,0.02771790596912296,-3.58567665,37.712,10.404,944,231.569,55.245,195.938,0
193.56,466.71,0.00214266,2.678219831822251,0.98515233,48.481,13.404,109,104.933,51.168,103.022,0
143.719,416.869,0.00239884,0.4088432233091242,-0.89442351,46.705,5.312,768,267.331,50.191,31.042,1
134.184,407.334,0.00245499,0.270788581430798,-1.3064169,47.141,8.427,645,32.506,58.609,110.595,0
126.288,399.438,0.00250352,0.189668027230218,-1.66247996,43.24,5.932,469,52.642,52.173,118.634,0
149.25,422.4,0.00236742,0.5148080451899522,-0.66396118,46.27,13.382,713,281.625,67.509,216.197,0
110.693,383.843,0.00260523,0.08992667830927499,-2.40876063,39.083,11.148,474,70.339,65.212,135.379,0
183.741,456.891,0.00218871,1.910375184377509,0.64729965,54.032,7.934,483,103.837,67.085,195.113,1
99.25,372.4,0.00268528,0.04998112363808842,-2.99610987,42.344,12.034,850,217.852,49.717,45.771,0
90.066,363.216,0.00275318,0.03037062955620904,-3.49427927,36.298,10.753,1036,142.932,55.864,17.004,0
91.628,364.778,0.00274139,0.03311459895795333,-3.40778104,42.655,4.932,958,168.24,72.995,130.449,0
41.873,315.023,0.00317437,0.001381548787280582,-6.5845501,39.991,5.639,407,74.799,69.306,131.881,0
67.325,340.475,0.00293707,0.007879521538365051,-4.8434881,38.753,11.177,278,126.643,60.514,9.603,0
44.641,317.791,0.00314672,0.001692264894452557,-6.38168747,38.551,2.837,326,190.675,56.951,172.014,0
54.983,328.133,0.00304754,0.003503404056471148,-5.6540202,43.78,1.868,429,254.29,52.16,165.946,0
196.974,470.124,0.0021271,3.002108632309811,1.09931492,52.926,11.375,469,253.725,66.71,61.725,1
144.546,417.696,0.00239409,0.4233413241047394,-0.85957651,42.022,1.973,127,107.637,53.24,95.328,0
136.658,409.808,0.00244017,0.3018946590918762,-1.19767713,43.656,10.142,1109,20.476,68.396,87.225,0
83.028,356.178,0.00280758,0.02037533698781551,-3.89343008,38.045,8.793,602,87.809,72.589,211.55,0
62.502,335.652,0.00297928,0.005781269102153289,-5.15313205,36.492,4.135,148,253.871,63.347,173.199,0
145.718,418.868,0.00238739,0.444667684989148,-0.81042805,46.823,12.144,1134,64.453,73.108,39.336,0
75.079,348.229,0.00287167,0.01273184171653958,-4.3636492,37.237,3.954,362,214.649,71.843,38.548,0
55.849,328.999,0.00303952,0.003715790416477585,-5.59516386,36.733,9.378,1185,270.21,56.604,237.063,0
109.871,383.021,0.00261082,0.08631235799264995,-2.44978249,36.023,10.544,299,155.82,49.071,206.731,0
161.136,434.286,0.00230263,0.8281467793796755,-0.18856487,44.586,9.946,314,214.535,63.021,230.074,0
185.423,458.573,0.00218068,2.026278649195604,0.70620093,50.936,11.951,874,36.429,66.742,23.736,1
183.158,456.308,0.0021915,1.871579026346527,0.62678247,51.553,3.274,1017,70.706,71.303,150.783,1
40.497,313.647,0.0031883,0.001247358080931882,-6.6867275,40.761,14.407,197,186.41,57.099,122.762,0
42.324,315.474,0.00316983,0.001428323046379844,-6.55125422,37.871,8.369,1096,260.855,50.011,49.395,0
109.843,382.993,0.00261101,0.08619156733682896,-2.45118293,42.605,10.252,660,21.103,56.572,131.926,0
89.978,363.128,0.00275385,0.03022232004314541,-3.49917455,37.331,11.927,380,146.528,70.22,147.641,0
73.342,346.492,0.00288607,0.01145564189876489,-4.46927293,42.645,1.395,1128,227.363,51.085,155.695,0
43.467,316.617,0.00315839,0.001553422019459187,-6.46729503,35.383,5.925,933,206.577,64.702,31.751,0
66.742,339.892,0.00294211,0.007593591062546974,-4.88045067,35.516,2.058,1143,123.997,56.466,125.313,0
81.618,354.768,0.00281874,0.01877365780930071,-3.97530057,37.876,4.935,555,174.466,68.99,9.729,0
95.199,368.349,0.00271482,0.04024429958764385,-3.21278691,41.885,4.485,601,26.853,51.962,177.73,0
148.786,421.936,0.00237003,0.5050677662167639,-0.68306267,45.233,13.42,907,299.027,69.508,83.739,0
173.742,446.892,0.00223768,1.333752448658008,0.28799636,47.861,9.851,722,201.476,61.937,38.469,0
64.308,337.458,0.00296333,0.006498736667558422,-5.03614748,43.121,10.725,241,283.711,54.241,67.686,0
172.696,445.846,0.00224293,1.283355755830983,0.24947833,46.146,9.349,816,103.693,67.308,93.282,0
194.497,467.647,0.00213837,2.763923261487002,1.01665114,49.349,4.25,915,34.116,67.377,100.724,1
99.599,372.749,0.00268277,0.05091166762932259,-2.97766316,43.982,13.985,547,182.95,68.001,128.687,0
190.736,463.886,0.0021557,2.433788759576579,0.8894492,47.539,7.961,643,48.107,69.416,141.397,0
112.248,385.398,0.00259472,0.0971365988284483,-2.33163706,40.441,13.359,240,254.417,63.648,127.919,0
83.54,356.69,0.00280355,0.0209868041329378,-3.86386141,38.093,10.03,752,78.551,64.535,85.184,0
52.209,325.359,0.00307353,0.002895319012176129,-5.84465998,39.076,3.13,618,161.324,67.89,77.321,0
93.274,366.424,0.00272908,0.03624589382495789,-3.31742918,37.374,13.858,821,82.897,68.818,192.934,0
84.956,358.106,0.00279247,0.02276511771734369,-3.78252584,37.167,14.025,357,92.516,50.575,241.153,0
177.977,451.127,0.00221667,1.556003868782012,0.44212091,46.186,5.362,755,188.266,67.417,238.862,0
130.815,403.965,0.00247546,0.2330187296460784,-1.45663644,40.199,14.42,1124,142.673,61.566,13.455,0
131.394,404.544,0.00247192,0.2391554546681425,-1.4306415,46.848,4.149,529,53.675,64.932,88.589,1
191.665,464.815,0.00215139,2.511953236585581,0.92106063,53.676,10.194,364,112.564,68.795,247.955,1
108.303,381.453,0.00262155,0.07977670506629869,-2.52852373,39.535,5.05,895,231.798,68.866,159.329,0
72.255,345.405,0.00289515,0.01071713107024074,-4.53591178,41.977,8.706,126,151.221,48.992,201.096,0
157.22,430.37,0.00232358,0.7101422811030742,-0.34228993,41.651,1.03,1175,152.114,72.149,74.471,0
199.613,472.763,0.00211522,3.275373792383277,1.186432,55.252,1.028,786,178.106,58.32,169.062,1
78.78,351.93,0.00284147,0.01588983353409502,-4.14207577,43.961,7.128,241,252.226,72.356,151.385,0
100.668,373.818,0.0026751,0.05385960602582819,-2.92137451,40.287,11.27,546,169.564,71.728,221.551,0
144.246,417.396,0.00239581,0.418030223503447,-0.87220154,41.208,14.948,422,291.221,63.706,56.11,0
88.566,361.716,0.0027646,0.02793018385919831,-3.57804732,41.452,8.03,1048,46.148,62.004,191.012,0
190.618,463.768,0.00215625,2.424014157486933,0.88542491,50.012,7.6,1062,177.843,56.821,97.838,1
184.836,457.986,0.00218347,1.985149377163244,0.68569416,53.781,3.579,1011,109.526,57.287,143.407,1
74.611,347.761,0.00287554,0.01237590846330099,-4.39200356,41.241,11.73,1196,278.916,71.434,151.462,0
97.675,370.825,0.00269669,0.04596891477680946,-3.07978988,45.216,12.625,1113,104.398,48.89,174.348,0
161.7,434.85,0.00229964,0.8464934713105943,-0.16665279,49.834,13.035,1023,226.545,60.909,105.682,0
69.651,342.801,0.00291714,0.009120144490799604,-4.69726963,37.698,8.717,997,111.273,67.803,156.388,0
143.235,416.385,0.00240162,0.4005639464771759,-0.91488186,44.561,2.031,875,199.151,71.359,130.672,0
75.979,349.129,0.00286427,0.01344248262153631,-4.30933524,39.467,6.233,313,203.116,54.551,176.141,0
119.185,392.335,0.00254884,0.136009761939621,-1.99502862,44.337,6.073,743,198.101,65.81,160.128,0
150.925,424.075,0.00235807,0.5513672170792209,-0.59535424,45.226,5.729,583,72.018,63.561,125.174,0
114.746,387.896,0.00257801,0.1098062426552264,-2.2090379,41.045,12.752,622,178.759,63.907,55.657,0
79.671,352.821,0.0028343,0.01674882491359586,-4.08942718,35.176,7.056,702,114.326,50.981,175.255,0
150.699,423.849,0.00235933,0.5463041500096893,-0.60457941,44.698,11.217,201,117.589,65.163,35.388,0
150.427,423.577,0.00236085,0.5402651068779981,-0.61569532,44.192,3.802,1039,242.614,64.036,225.737,0
85.863,359.013,0.00278541,0.02397449982357344,-3.73076452,42.327,2.046,1192,87.306,72.896,22.038,0
193.659,466.809,0.0021422,2.687163981928964,0.98848636,52.614,13.207,608,113.659,53.952,180.548,1
38.945,312.095,0.00320415,0.001110377404013755,-6.80305532,42.292,3.869,276,172.953,60.061,147.088,0
78.917,352.067,0.00284037,0.01601926531735021,-4.1339632,44.717,4.782,506,82.898,68.2,223.718,0
168.018,441.168,0.00226671,1.077862647404369,0.07498005,51.769,1.521,303,187.343,67.839,202.783,1
88.929,362.079,0.00276183,0.0285039731838105,-3.55771179,43.346,14.933,390,196.995,67.593,164.719,0
178.668,451.818,0.00221328,1.59519236291872,0.46699433,49.506,3.248,517,290.672,69.99,136.121,1
69.174,342.324,0.00292121,0.008852165661021696,-4.72709314,44.444,11.998,342,130.828,71.709,167.091,0
152.104,425.254,0.00235154,0.5784592140146229,-0.54738724,41.076,11.464,456,177.487,52.852,150.906,0
152.467,425.617,0.00234953,0.5870341530392027,-0.53267228,39.674,3.867,862,68.663,64.503,169.972,0
57.282,330.432,0.00302634,0.004093111403483352,-5.49844986,41.264,4.914,1096,43.06,58.666,70.442,0
124.894,398.044,0.00251229,0.1778511582565507,-1.72680827,38.527,1.526,864,212.194,66.423,171.3,0
150.829,423.979,0.00235861,0.5492114859924087,-0.59927169,48.464,2.588,307,85.502,52.158,77.129,1
181.259,454.409,0.00220066,1.749949688839414,0.55958704,51.352,1.953,154,81.796,63.562,92.817,1
127.289,400.439,0.00249726,0.1985799425275561,-1.61656353,36.895,2.883,672,194.023,49.674,39.803,0
172.19,445.34,0.00224548,1.259582594617846,0.23078039,44.345,4.14,521,95.747,51.945,10.668,0
114.216,387.366,0.00258154,0.1070009489700656,-2.23491758,42.907,1.419,323,214.188,52.513,94.613,0
178.586,451.736,0.00221368,1.590497114583949,0.46404662,45.212,4.515,155,280.977,60.689,12.016,0
88.861,362.011,0.00276235,0.02839568457920362,-3.5615181,37.784,3.912,423,185.973,50.502,11.728,0
59.085,332.235,0.00300992,0.004617279580984178,-5.37794958,37.261,6.809,265,193.782,64.657,204.597,0
90.734,363.884,0.00274813,0.03151798868112235,-3.45719683,41.062,6.033,145,78.978,49.554,66.126,0
85.647,358.797,0.00278709,0.02368134617890598,-3.74306762,36.222,4.36,747,235.022,65.55,167.498,0
147.63,420.78,0.00237654,0.4815067885030701,-0.73083495,40.947,7.984,840,14.718,67.134,47.348,0
156.357,429.507,0.00232825,0.6862285856082688,-0.37654449,42.568,11.453,910,53.014,72.371,171.964,0
133.154,406.304,0.00246121,0.2587018750910359,-1.35207894,42.61,6.126,963,149.376,63.646,31.486,0
103.729,376.879,0.00265337,0.06316767932320579,-2.76196251,38.842,8.883,196,88.221,67.01,144.781,0
60.138,333.288,0.00300041,0.004950942737064783,-5.30817727,41.111,14.927,831,199.56,49.868,139.795,0
125.89,399.04,0.00250601,0.1862248527289001,-1.68080045,46.457,9.52,427,153.031,53.168,101.829,0
130.122,403.272,0.00247972,0.2258582475831777,-1.4878477,44.887,11.222,925,130.325,65.196,147.079,0
49.518,322.668,0.00309916,0.002398940901845235,-6.03272793,39.202,11.034,1028,107.164,73.119,81.501,0
115.604,388.754,0.00257232,0.114487263438454,-2.1672917,38.188,2.278,1140,62.718,50.705,180.511,0
103.996,377.146,0.00265149,0.0640442980916961,-2.74818028,44.322,14.956,524,112.633,64.238,46.611,0
75.972,349.122,0.00286433,0.01343681967185104,-4.3097566,40.365,6.29,294,124.913,56.543,153.533,0
62.383,335.533,0.00298033,0.005736623042657939,-5.16088456,35.904,3.357,982,251.035,54.774,144.259,0
45.985,319.135,0.00313347,0.001865069700962064,-6.28445685,41.753,3.806,348,62.613,66.311,160.944,0
190.98,464.13,0.00215457,2.454109916582228,0.89776414,51.553,11.284,103,286.091,70.84,119.346,1
52.407,325.557,0.00307166,0.002935301806093598,-5.830945,38.573,6.942,208,13.044,51.757,127.135,0
38.004,311.154,0.00321384,0.001034174601412238,-6.87415166,41.289,6.724,1056,297.235,56.581,40.096,0
189.97,463.12,0.00215927,2.370945544410796,0.86328884,51.016,13.743,315,136.298,66.396,204.408,0
178.75,451.9,0.00221288,1.599899760412297,0.46994098,52.268,9.565,381,262.061,64.158,44.501,1
47.698,320.848,0.00311674,0.00210864025529969,-6.16171197,42.16,4.261,279,138.103,71.352,62.524,0
175.692,448.842,0.00222796,1.432360928804774,0.35932408,51.463,7.79,144,104.207,58.566,83.08,1
78.343,351.493,0.00284501,0.01548326719716358,-4.16799537,44.306,13.803,400,132.857,67.601,117.048,0
78.698,351.848,0.00284214,0.01581281646153095,-4.1469345,38.392,11.344,832,146.963,58.118,49.742,0
181.099,454.249,0.00220144,1.740025612863584,0.55389983,45.537,12.739,511,179.954,57.3,16.392,0
168.57,441.72,0.00226388,1.100498248430295,0.09576303,42.564,6.966,594,97.176,71.173,135.544,0
63.772,336.922,0.00296805,0.006277796218632534,-5.07073628,39.554,4.765,646,150.839,63.516,126.791,0
131.986,405.136,0.00246831,0.2455782296662346,-1.40413973,41.706,12.572,564,276.159,57.6,7.681,0
184.548,457.698,0.00218485,1.965238647842529,0.67561369,50.675,13.881,1151,184.264,52.062,43.788,1
125.043,398.193,0.00251135,0.1790820976668632,-1.71991093,39.6,14.956,433,292.52,65.534,66.839,0
