Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
55.134,328.284,0.00304614,0.005158617187888726,-5.26708672,37.238,6.828,771,291.531,64.853,177.748,0
97.28,370.43,0.00269957,0.05325469141793823,-2.93266938,44.824,4.058,927,225.632,64.03,70.07,0
128.166,401.316,0.0024918,0.2158324876825068,-1.53325269,40.757,1.436,486,176.28,59.644,207.738,0
54.212,327.362,0.00305472,0.004868965300913641,-5.32487383,43.906,4.793,581,261.853,62.361,91.498,0
119.351,392.501,0.00254776,0.1480517455741853,-1.91019343,40.069,14.706,307,164.35,67.004,204.717,0
107.378,380.528,0.00262793,0.08628120375284548,-2.45014351,36.415,11.884,896,272.617,61.49,42.852,0
59.137,332.287,0.00300945,0.006605094681495392,-5.01991401,44.178,8.325,1079,265.954,49.246,202.171,0
94.304,367.454,0.00272143,0.04596223751532125,-3.07993514,36.281,11.917,502,28.304,62.323,26.484,0
68.482,341.632,0.00292713,0.01149969686893288,-4.4654346,36.116,8.152,763,24.119,66.928,169.767,0
25.193,298.343,0.00335185,0.0006580741859212169,-7.32619289,38.327,3.003,106,256.661,49.181,79.238,0
119.635,392.785,0.00254592,0.1499002111173642,-1.89778547,37.784,2.286,1143,189.626,58.813,101.913,0
153.105,426.255,0.00234601,0.5762139631583817,-0.55127622,42.211,8.706,509,155.97,63.999,236.701,0
101.449,374.599,0.00266952,0.06519949418777636,-2.73030357,43.477,7.475,193,206.933,49.952,227.469,0
165.662,438.812,0.00227888,0.9056598675916542,-0.09909147,43.08,4.871,377,160.767,59.903,111.292,0
75.398,348.548,0.00286905,0.01700542468294211,-4.07422289,38.407,12.757,1033,140.259,55.482,50.668,0
51.895,325.045,0.0030765,0.004204748543870754,-5.47154079,36.523,9.62,955,86.298,48.395,51.677,0
163.343,436.493,0.00229099,0.8347347411731427,-0.18064128,47.866,14.048,674,11.429,51.977,222.666,0
60.25,333.4,0.0029994,0.007067529386854342,-4.95224431,37.19,7.553,420,208.765,55.168,167.864,0
134.975,408.125,0.00245023,0.2855787508852088,-1.25323745,41.884,1.756,245,33.649,57.2,21.279,0
167.701,440.851,0.00226834,0.9722941153341623,-0.02809693,46.581,13.136,810,283.243,57.64,78.974,0
50.509,323.659,0.00308967,0.003847703227081769,-5.56027887,37.451,7.724,1153,26.185,48.791,60.661,0
81.359,354.509,0.0028208,0.02353468884973306,-3.74927982,43.35,3.77,984,225.041,52.553,203.562,0
52.323,325.473,0.00307245,0.004320902499291957,-5.44429099,38.87,14.167,297,270.371,55.304,236.329,0
139.722,412.872,0.00242206,0.3452506958240325,-1.06348447,44.239,14.573,422,200.292,56.187,75.098,0
133.712,406.862,0.00245784,0.2713164520028407,-1.30446942,40.827,14.737,940,65.636,45.92,75.834,0
95.554,368.704,0.0027122,0.04890918830405541,-3.01779,45.202,3.941,1150,285.057,58.405,150.163,0
93.122,366.272,0.00273021,0.04332221275254574,-3.13908978,41.306,11.059,948,153.738,62.386,5.096,0
38.092,311.242,0.00321293,0.001677369113343924,-6.39052872,42.421,1.425,793,161.267,66.514,24.769,0
36.233,309.383,0.00323224,0.001472837505690016,-6.52056446,39.591,1.196,1001,269.252,58.574,193.105,0
41.249,314.399,0.00318067,0.002084508969649848,-6.17322196,44.63,11.291,126,247.07,49.804,51.709,0
114.11,387.26,0.00258224,0.1173681492519727,-2.14243971,44.535,2.855,933,261.837,58.983,42.789,0
161.494,434.644,0.00230073,0.7816981374421259,-0.24628663,48.246,1.69,1193,249.142,58.846,139.564,1
164.297,437.447,0.00228599,0.8633040867323801,-0.14698829,43.304,9.775,575,139.28,65.648,63.749,0
168.014,441.164,0.00226673,0.9828911441272944,-0.0172569,46.699,12.943,172,247.165,65.656,28.507,0
114.368,387.518,0.00258053,0.1187351552132261,-2.13085985,39.038,11.098,927,256.981,51.585,213.934,0
157.721,430.871,0.00232088,0.6825033252906155,-0.38198788,47.851,13.726,894,174.849,53.831,121.513,0
66.524,339.674,0.002944,0.01026428680505293,-4.57908471,43.908,10.797,367,175.428,61.989,21.286,0
91.881,365.031,0.00273949,0.04069665414864452,-3.2016094,37.077,3.854,799,100.212,62.291,156.325,0
79.186,352.336,0.0028382,0.02093234282137234,-3.86645981,40.553,12.417,1069,152.715,52.334,236.454,0
84.896,358.046,0.00279294,0.02839371955565034,-3.5615873,35.677,3.19,429,103.895,63.028,75.492,0
85.93,359.08,0.00278489,0.02997426511819578,-3.50741609,41.945,12.379,983,26.51,55.631,120.627,0
70.338,343.488,0.00291131,0.0127924364638103,-4.35890118,36.344,1.545,586,183.125,60.682,85.396,0
81.169,354.319,0.00282232,0.02329612324051622,-3.75946832,44.338,12.099,1174,77.532,49.431,105.118,0
128.283,401.433,0.00249108,0.2168908729899097,-1.52836094,41.134,9.52,456,139.378,51.431,224.517,0
109.315,382.465,0.00261462,0.09437322899161044,-2.36049784,37.008,6.951,1140,23.985,60.375,139.378,0
127.403,400.553,0.00249655,0.2090412492004216,-1.56522368,46.31,2.461,1120,171.221,46.959,140.902,1
45.223,318.373,0.00314097,0.002723587638305073,-5.90580528,41.299,11.687,1146,139.384,57.907,21.886,0
137.084,410.234,0.00243763,0.3108664834559496,-1.16839177,39.559,8.431,350,189.109,64.061,59.509,0
41.709,314.859,0.00317602,0.002150785030010724,-6.14192237,38.872,5.688,152,123.456,61.261,81.734,0
62.718,335.868,0.00297736,0.008198604484466014,-4.80379132,38.156,11.424,725,270.161,61.53,212.974,0
65.425,338.575,0.00295356,0.009624426321532844,-4.643451,41.675,6.262,601,140.158,49.418,219.036,0
145.443,418.593,0.00238896,0.4314876201777235,-0.84051646,43.373,12.986,917,21.645,54.175,229.762,0
57.533,330.683,0.00302404,0.005986565127202212,-5.11823747,44.736,7.866,1027,177.438,45.014,13.92,0
160.536,433.686,0.00230582,0.7553917455674052,-0.2805188,42.976,5.372,567,65.258,58.879,201.652,0
42.512,315.662,0.00316795,0.002271073164736848,-6.0875028,44.855,11.172,1011,49.882,52.673,194.373,0
147.673,420.823,0.0023763,0.4698943456882089,-0.75524741,48.34,14.242,145,84.763,51.779,184.381,0
115.969,389.119,0.00256991,0.1275374538357558,-2.0593452,39.475,3.328,636,176.829,46.912,117.559,0
84.684,357.834,0.00279459,0.02807901879389021,-3.57273264,39.046,3.127,132,44.735,60.243,61.193,0
126.65,399.8,0.00250125,0.2025243208815559,-1.5968953,37.277,2.009,835,283.008,45.755,136.631,0
155.291,428.441,0.00233404,0.6245951441853563,-0.47065161,48.461,11.175,178,263.705,57.348,196.994,0
29.162,302.312,0.00330784,0.0008851209192078706,-7.02978629,38.401,2.642,902,66.365,53.297,95.777,0
72.053,345.203,0.00289685,0.01410142507770221,-4.26147942,43.536,5.168,469,56.464,49.844,141.532,0
83.223,356.373,0.00280605,0.02599369012708822,-3.64990146,40.561,10.97,213,299.11,52.735,175.594,0
87.745,360.895,0.00277089,0.03293962338372878,-3.41307899,37.686,14.057,844,207.437,62.464,249.375,0
149.802,422.952,0.00236433,0.5093197297760417,-0.67467931,40.173,9.53,917,230.919,50.589,121.016,0
95.176,368.326,0.00271499,0.04800077125431135,-3.0365382,42.476,13.023,556,11.301,55.882,95.228,0
104.695,377.845,0.00264659,0.0760904262241303,-2.57583283,37.273,2.947,749,125.741,47.805,181.149,0
163.836,436.986,0.0022884,0.8493940827296728,-0.16323203,44.447,12.011,436,145.312,63.928,186.02,0
74.548,347.698,0.00287606,0.01622072865977685,-4.12146531,43.629,13.118,1128,236.913,63.069,53.382,0
119.563,392.713,0.00254639,0.1494296673265247,-1.90092945,40.111,1.379,1028,164.489,50.451,173.399,0
94.919,368.069,0.00271688,0.04739175627864304,-3.04930698,42.939,8.823,740,131.838,65.843,117.219,0
61.339,334.489,0.00298963,0.007548022468426912,-4.88646967,43.446,13.818,708,46.825,57.752,243.932,0
65.469,338.619,0.00295317,0.009649337873075871,-4.64086598,37.657,12.026,925,290.682,66.402,214.231,0
118.48,391.63,0.00255343,0.1425076381361315,-1.94835968,38.201,11.062,774,59.192,45.057,50.362,0
115.261,388.411,0.00257459,0.1235761197550379,-2.09089796,45.024,4.001,688,166.994,66.705,112.902,0
149.948,423.098,0.00236352,0.5121263468526368,-0.66918391,46.845,10.053,180,185.239,52.819,142.974,0
49.012,322.162,0.00310403,0.003493045118538804,-5.6569814,41.113,1.446,828,49.241,61.023,198.001,0
93.969,367.119,0.00272391,0.04519983026269789,-3.09666195,38.315,8.302,531,75.049,45.943,66.244,0
48.466,321.616,0.0031093,0.003371236450945697,-5.6924757,37.712,12.631,684,128.185,59.357,36.476,0
118.069,391.219,0.00255611,0.1399558509871425,-1.96642826,46.202,13.822,1135,52.536,64.351,207.111,0
95.437,368.587,0.00271306,0.04862638931455774,-3.02358891,39.111,1.438,668,241.157,64.121,224.303,0
30.119,303.269,0.0032974,0.0009495921324334414,-6.959478,43.449,8.631,357,231.498,58.636,70.925,0
31.071,304.221,0.00328708,0.001017938343768448,-6.88997593,38.23,9.225,137,79.796,55.586,166.708,0
111.095,384.245,0.00260251,0.102395231477601,-2.27891514,41.255,3.527,751,282.127,53.047,11.2,0
166.834,439.984,0.00227281,0.9434574667902984,-0.058204,47.593,12.856,891,295.329,55.981,121.205,0
92.534,365.684,0.0027346,0.04205994598929963,-3.16865939,35.693,9.966,160,97.131,49.545,183.757,0
160.171,433.321,0.00230776,0.745573807963649,-0.29360115,45.822,5.323,511,280.774,45.731,38.437,0
28.83,301.98,0.00331148,0.0008637030184344247,-7.05428158,42.393,1.882,1189,224.412,54.318,50.917,0
120.426,393.576,0.00254081,0.1551564921920588,-1.86332104,44.814,4.706,695,184.427,64.115,129.586,0
35.339,308.489,0.00324161,0.001382782916904707,-6.5836572,41.088,5.641,394,80.321,66.48,13.838,0
27.768,300.918,0.00332316,0.0007983208592780861,-7.13299996,40.359,7.585,998,71.667,60.508,23.629,0
150.22,423.37,0.002362,0.5173911947278496,-0.65895603,48.746,10.705,812,164.467,55.96,181.728,0
163.484,436.634,0.00229025,0.838904714692016,-0.17565815,43.106,13.181,915,27.922,47.206,240.317,0
66.303,339.453,0.00294592,0.01013262593094933,-4.59199477,35.424,9.975,513,83.372,63.984,13.039,0
51.975,325.125,0.00307574,0.0042262427715117,-5.46644191,37.278,10.831,444,108.653,58.952,22.874,0
152.572,425.722,0.00234895,0.5649262880763274,-0.57106002,47.592,5.042,741,274.546,51.614,40.283,1
29.41,302.56,0.00330513,0.0009014340419910187,-7.01152368,40.172,3.272,851,79.918,48.444,76.746,0
106.311,379.461,0.00263532,0.08209190104664664,-2.49991591,42.214,9.851,667,177.212,55.754,107.91,0
89.944,363.094,0.00275411,0.03688145249500808,-3.3000465,39.381,10.439,252,23.607,51.516,226.59,0
125.306,398.456,0.00250969,0.191336386122437,-1.65372222,43.585,7.954,1148,68.399,48.052,210.613,0
150.389,423.539,0.00236106,0.5206861496891191,-0.65260782,48.196,9.041,1006,286.692,55.226,217.947,0
86.046,359.196,0.002784,0.0301563936244583,-3.50135832,40.915,7.085,397,24.188,61.33,104.267,0
63.171,336.321,0.00297335,0.00842308170314242,-4.77677952,36.075,1.376,214,59.332,50.86,134.188,0
91.281,364.431,0.002744,0.03947889129120557,-3.23198915,45.05,7.013,283,213.45,50.326,32.589,0
90.579,363.729,0.0027493,0.03809543999664042,-3.26766069,35.62,8.455,209,104.34,57.9,179.561,0
140.67,413.82,0.00241651,0.358397940501019,-1.02611134,43.031,3.026,974,83.084,55.277,203.3,0
67.373,340.523,0.00293666,0.01078450516000401,-4.52964488,35.555,3.628,770,140.487,55.139,107.267,0
156.72,429.87,0.00232628,0.658105461952744,-0.41839008,44.297,1.036,988,16.926,50.629,247.079,0
44.659,317.809,0.00314654,0.002623225776317737,-5.94335051,44.705,10.887,717,149.535,56.08,210.565,0
25.219,298.369,0.00335155,0.0006593701230529299,-7.32422554,43.049,8.625,330,136.818,49.566,54.457,0
126.641,399.791,0.00250131,0.2024475247146602,-1.59727456,43.475,5.975,144,175.947,65.011,41.849,0
140.377,413.527,0.00241822,0.3542883939687222,-1.03764403,43.121,4.948,749,106.397,44.906,191.906,0
147.329,420.479,0.00237824,0.4637813719013261,-0.76834202,42.447,7.361,841,174.936,47.396,201.405,0
68.146,341.296,0.00293001,0.01127863903761877,-4.48484469,36.376,3.973,266,163.239,65.88,53.865,0
73.479,346.629,0.00288493,0.01528003006517089,-4.18120853,38.585,13.325,572,91.595,51.703,46.749,0
94.425,367.575,0.00272053,0.04624041792824296,-3.07390102,38.348,8.073,649,282.527,50.562,92.925,0
127.632,400.782,0.00249512,0.2110594546036198,-1.55561541,42.021,7.68,813,165.67,51.709,27.552,0
72.924,346.074,0.00288956,0.01481120375220231,-4.21237137,42.168,6.281,597,250.922,46.16,132.348,0
165.29,438.44,0.00228081,0.8939413567033926,-0.1121151,47.495,13.27,915,66.759,64.989,129.981,0
100.101,373.251,0.00267916,0.06110009996241143,-2.79524178,37.181,13.523,1047,103.681,60.127,38.349,0
159.714,432.864,0.00231019,0.7334381051810306,-0.31001207,42.599,9.083,520,120.88,60.931,119.031,0
92.065,365.215,0.00273811,0.04107675290145817,-3.19231294,40.981,12.735,562,177.623,56.62,105.679,0
137.746,410.896,0.00243371,0.3191995175140613,-1.14193892,42.963,9.528,1095,183.423,65.502,60.812,0
70.885,344.035,0.00290668,0.01319756446112553,-4.32772298,39.25,1.84,624,53.909,48.821,39.849,0
115.362,388.512,0.00257392,0.1241344835987975,-2.08638976,43.534,2.591,404,271.751,64.705,84.849,0
49.227,322.377,0.00310196,0.003542092254746375,-5.64303769,41.722,1.246,480,123.155,51.291,246.494,0
159.296,432.446,0.00231243,0.7224891562275482,-0.32505287,47.44,7.507,764,286.217,58.249,48.682,0
48.425,321.575,0.00310969,0.003362246621384866,-5.69514589,41.8,7.733,457,92.789,53.251,118.099,0
32.011,305.161,0.00327696,0.001089784383383082,-6.82177542,39.678,14.248,292,219.898,65.339,166.749,0
59.218,332.368,0.00300871,0.006637804842084068,-5.01497397,38.784,9.974,159,116.65,63.139,181.326,0
30.102,303.252,0.00329759,0.0009484105554934586,-6.96072307,40.046,2.503,743,196.847,65.633,194.579,0
120.389,393.539,0.00254104,0.1549070419388665,-1.86493007,39.812,5.417,723,61.197,49.27,203.451,0
141.831,414.981,0.00240975,0.3750958437275196,-0.9805737,43.823,9.566,825,185.457,49.036,51.438,0
54.15,327.3,0.0030553,0.004850025036806586,-5.32877141,41.102,4.457,113,141.069,60.537,214.35,0
50.781,323.931,0.00308708,0.003915531125481471,-5.54280429,39.011,10.905,832,212.096,51.908,10.912,0
139.635,412.785,0.00242257,0.3440656202252543,-1.06692288,38.919,12.972,121,119.82,65.13,137.377,0
84.615,357.765,0.00279513,0.02797726713696043,-3.57636299,36.958,4.747,928,247.269,60.038,132.787,0
77.616,350.766,0.0028509,0.01921572757249403,-3.95202619,36.931,4.725,1155,50.378,55.781,134.064,0
32.094,305.244,0.00327607,0.001096344694491636,-6.81577364,42.219,7.549,1171,249.867,62.545,165.224,0
126.115,399.265,0.0025046,0.1980035544910164,-1.6194703,42.901,9.744,544,219.334,56.862,235.79,0
53.266,326.416,0.00306358,0.004587112838395673,-5.38450446,36.013,12.265,613,101.867,52.166,143.961,0
68.442,341.592,0.00292747,0.01147317788257501,-4.46774333,44.47,13.374,1054,187.892,65.961,228.743,0
109.33,382.48,0.00261452,0.0944384320004087,-2.35980717,45.733,4.525,108,214.875,52.536,194.068,0
28.93,302.08,0.00331038,0.0008701040009588803,-7.04689781,36.686,2.455,667,11.807,49.392,163.866,0
135.546,408.696,0.00244681,0.2922401124684564,-1.23017951,43.673,2.052,966,282.614,47.379,235.373,0
42.803,315.953,0.00316503,0.002316147765849956,-6.06784992,38.735,9.307,154,247.363,65.986,21.891,0
168.755,441.905,0.00226293,1.008379618107105,0.0083447,46.527,13.808,348,226.972,56.111,149.812,0
55.012,328.162,0.00304728,0.00511941793162794,-5.27471453,35.969,6.676,586,14.069,50.075,193.884,0
99.206,372.356,0.0026856,0.05850652466114768,-2.838617,36.996,13.438,895,48.821,50.062,14.636,0
162.315,435.465,0.0022964,0.8048738510113792,-0.21706972,43.442,8.176,1090,163.834,53.788,245.243,0
68.677,341.827,0.00292546,0.01162976733903775,-4.45418732,43.433,7.43,127,272.784,62.026,206.201,0
49.381,322.531,0.00310048,0.003577605566924073,-5.63306154,37.572,6.34,901,274.812,46.984,122.373,0
53.181,326.331,0.00306437,0.004562523889040815,-5.38987932,39.001,7.74,572,143.62,63.547,150.711,0
122.029,395.179,0.0025305,0.1663102378176569,-1.79390033,39.225,6.125,779,143.78,62.557,225.987,0
