Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
63.227,336.377,0.00297285,0.02102694528565542,-3.86195055,43.345,2.779,289,265.045,47.123,198.601,0
156.676,429.826,0.00232652,1.197863953955306,0.18053993,52.401,10.123,634,283.183,43.07,86.458,1
141.59,414.74,0.00241115,0.7055650394176622,-0.34875632,47.646,6.761,902,13.44,58.243,75.243,1
129.666,402.816,0.00248252,0.4515067175338564,-0.79516503,41.849,11.404,971,165.25,49.927,249.668,0
168.884,442.034,0.00226227,1.790354313481993,0.58241354,47.552,1.919,913,276.372,59.856,176.638,1
57.827,330.977,0.00302136,0.01552484229057764,-4.16531381,41.713,2.395,1177,207.058,62.238,205.55,0
127.032,400.182,0.00249886,0.4076429538486209,-0.8973636,38.727,12.257,678,81.605,50.443,52.579,0
101.288,374.438,0.00267067,0.1391884370408376,-1.9719266,45.031,5.649,210,104.009,45.754,159.648,0
164.234,437.384,0.00228632,1.540313362048667,0.43198588,51.938,11.799,810,162.975,60.617,244.671,1
175.399,448.549,0.00222941,2.198835499728535,0.7879279,46.98,14.683,908,266.702,44.422,185.241,0
82.52,355.67,0.0028116,0.0576509144302535,-2.85334917,37.134,3.452,459,299.864,45.588,36.214,0
105.742,378.892,0.00263927,0.16938707642467,-1.77556879,36.997,13.919,663,160.515,51.61,35.32,0
98.961,372.111,0.00268737,0.1253828355834455,-2.07638354,45.006,11.142,975,105.865,44.925,144.794,0
90.751,363.901,0.002748,0.08581217697783838,-2.45559436,45.218,12.025,377,154.554,60.844,222.877,0
96.23,369.38,0.00270724,0.1107306780219244,-2.20065435,42.385,14.126,992,104.903,61.244,229.857,0
40.893,314.043,0.00318428,0.005603888868956435,-5.18429448,43.899,3.689,813,189.549,58.482,118.316,0
119.424,392.574,0.00254729,0.3011178786659091,-1.20025347,44.36,3.29,376,261.516,61.345,95.779,0
171.104,444.254,0.00225096,1.921526707637578,0.65312003,55.471,7.195,785,182.583,61.73,91.962,1
66.714,339.864,0.00294235,0.02544645305577312,-3.67117891,38.889,4.898,108,281.715,60.58,10.606,0
144.68,417.83,0.00239332,0.7888096135058102,-0.23723029,45.267,1.948,809,129.247,42.414,30.311,1
82.088,355.238,0.00281501,0.05643113532804426,-2.87473423,44.908,14.107,1117,240.205,56.632,172.339,0
147.948,421.098,0.00237474,0.8859802082508402,-0.12106067,45.591,10.459,502,272.524,53.068,74.426,0
35.578,308.728,0.0032391,0.003977244504368064,-5.52716604,43.607,1.798,387,242.274,48.244,179.986,0
86.833,359.983,0.00277791,0.07117174712541621,-2.64265935,40.984,3.612,878,216.431,57.652,81.09,0
170.358,443.508,0.00225475,1.876557662767155,0.62943907,53.161,2.56,350,64.994,42.026,202.008,1
157.329,430.479,0.00232299,1.224598404427641,0.20261296,48.863,14.33,239,117.064,55.078,245.794,0
178.3,451.45,0.00221508,2.40495378128943,0.87753069,51.033,10.332,787,65.333,58.545,206.588,1
108.286,381.436,0.00262167,0.1891013167649557,-1.66547234,39.0,4.141,609,122.013,51.838,51.803,0
119.248,392.398,0.00254843,0.2989737866275687,-1.20739938,45.819,14.988,753,113.528,47.031,171.482,0
84.93,358.08,0.00279267,0.06489432272862705,-2.73499514,43.151,12.039,222,111.905,54.361,160.094,0
103.623,376.773,0.00265412,0.1543693001425296,-1.86840749,41.744,5.647,290,262.202,57.52,19.534,0
95.326,368.476,0.00271388,0.1062250244497605,-2.24219556,40.271,4.597,800,168.473,57.159,36.488,0
162.623,435.773,0.00229477,1.461000086531173,0.37912119,45.385,11.098,873,118.201,45.143,206.794,0
164.449,437.599,0.0022852,1.551173320617445,0.43901163,50.759,5.821,1038,291.216,44.868,144.294,1
98.003,371.153,0.00269431,0.1200594895456796,-2.11976791,40.221,9.632,251,73.232,43.422,95.328,0
133.459,406.609,0.00245937,0.5218768123922102,-0.65032371,48.491,9.579,933,120.147,43.561,18.257,1
162.165,435.315,0.00229719,1.439103815489615,0.36402057,47.624,4.343,779,150.369,47.606,222.128,1
132.849,405.999,0.00246306,0.5099539548397454,-0.67343484,48.458,12.993,493,49.472,47.378,130.181,0
39.098,312.248,0.00320258,0.004997663076431523,-5.29878486,38.017,14.418,694,288.317,44.49,128.547,0
178.673,451.823,0.00221326,2.432617900442495,0.888968,48.08,10.357,505,209.806,59.944,41.418,0
125.298,398.448,0.00250974,0.3808384787611802,-0.96537993,42.899,6.341,1039,210.345,48.101,57.402,0
55.383,328.533,0.00304383,0.01348884916069819,-4.30589192,41.192,10.963,168,117.969,45.349,91.354,0
46.761,319.911,0.00312587,0.008075007569428324,-4.81898147,44.997,1.129,1093,236.751,46.038,68.614,1
97.438,370.588,0.00269841,0.1170142115825354,-2.14545989,44.348,2.856,824,16.039,57.345,225.848,0
122.912,396.062,0.00252486,0.346475001315412,-1.05994461,40.73,4.346,160,82.529,44.674,13.434,0
136.942,410.092,0.00243848,0.5947108261995835,-0.51968,41.656,9.393,533,228.194,55.503,6.822,0
48.367,321.517,0.00311026,0.008903383203623981,-4.72132394,43.355,14.726,1111,263.45,55.955,51.591,0
152.387,425.537,0.00234997,1.034457711306048,0.03387734,42.997,3.001,532,226.046,59.439,245.364,0
124.442,397.592,0.00251514,0.3681829379909759,-0.99917535,42.477,1.733,1010,101.651,57.592,89.593,0
166.923,440.073,0.00227235,1.680956123864522,0.51936275,48.068,1.211,943,66.063,43.473,24.127,1
128.641,401.791,0.00248886,0.4339718871316668,-0.83477552,48.484,8.626,280,50.684,48.979,43.171,0
86.406,359.556,0.00278121,0.0697182723735178,-2.66329284,44.929,9.735,704,281.644,46.257,164.936,0
137.753,410.903,0.00243366,0.6128849025846694,-0.48957812,40.743,6.792,135,106.546,58.663,108.423,0
123.37,396.52,0.00252194,0.3528527774483552,-1.04170437,46.331,9.137,946,274.523,55.834,147.934,0
98.8,371.95,0.00268853,0.1244739246637331,-2.08365903,40.362,9.923,870,147.651,44.681,202.815,0
33.0,306.15,0.00326637,0.003353465804159324,-5.6977609,37.687,12.591,1179,214.233,47.464,97.669,0
121.095,394.245,0.00253649,0.3221539462664094,-1.13272575,44.997,12.151,1043,101.973,52.43,205.058,0
60.752,333.902,0.00299489,0.01831977804077202,-3.99977404,42.665,4.253,1178,220.652,59.751,37.521,0
76.135,349.285,0.00286299,0.04180207684691475,-3.17480926,42.581,7.719,843,296.775,55.719,217.897,0
87.043,360.193,0.00277629,0.07189635737331208,-2.63252968,38.497,10.13,1121,191.648,52.544,74.316,0
77.506,350.656,0.0028518,0.04483358633920811,-3.10479773,41.755,11.767,665,225.804,49.892,166.45,0
43.94,317.09,0.00315368,0.006785851101771281,-4.99291555,41.907,12.281,810,121.681,50.265,57.642,0
128.801,401.951,0.00248787,0.4366693024065666,-0.82857912,39.004,7.764,342,125.705,42.874,180.583,0
117.926,391.076,0.00255705,0.2832910325569717,-1.26128053,44.279,7.782,1135,42.975,46.926,150.164,0
101.704,374.854,0.00266771,0.1417926666360984,-1.95338938,39.48,5.051,907,157.353,45.087,49.485,0
67.074,340.224,0.00293924,0.02594681960564241,-3.65170624,39.554,14.997,829,30.61,59.794,80.57,0
48.134,321.284,0.00311251,0.00877865880321965,-4.73543164,43.356,8.426,738,162.102,44.907,220.505,0
166.277,439.427,0.00227569,1.646199173989682,0.4984691,48.639,1.362,159,208.668,47.684,164.116,1
160.865,434.015,0.00230407,1.378484801057727,0.32098493,43.685,9.225,378,93.089,55.946,186.179,0
171.992,445.142,0.00224647,1.976257996527732,0.68120516,53.802,11.222,765,189.446,60.983,156.878,1
154.135,427.285,0.00234036,1.098566070271191,0.09400576,44.004,11.278,990,125.018,42.798,196.418,0
48.822,321.972,0.00310586,0.00915153698751808,-4.69383344,38.96,2.23,795,58.542,55.087,237.871,0
53.016,326.166,0.00306592,0.01174827049536744,-4.44404924,38.473,1.377,726,252.653,60.815,123.243,0
130.915,404.065,0.00247485,0.4737053254466732,-0.74716983,48.834,14.268,925,76.195,62.186,148.389,0
162.366,435.516,0.00229613,1.44867827939337,0.37065161,49.618,1.76,1174,191.558,59.37,123.534,1
47.756,320.906,0.00311618,0.00857964805870208,-4.75836239,44.535,8.57,834,99.521,59.499,136.783,0
73.178,346.328,0.00288744,0.03587557558624875,-3.32769856,38.044,13.098,876,260.024,51.132,81.337,0
179.921,453.071,0.00220716,2.527166143966749,0.92709857,50.655,12.763,498,240.759,42.056,98.181,0
158.152,431.302,0.00231856,1.259024483161417,0.2303372,45.294,4.146,1038,35.682,54.701,119.112,0
32.029,305.179,0.00327677,0.003142418856222109,-5.76276244,39.969,13.175,258,17.856,50.774,155.554,0
84.197,357.347,0.0027984,0.06261042320889676,-2.77082351,43.417,5.307,955,11.845,48.668,11.246,0
119.861,393.011,0.00254446,0.3064998027953993,-1.18253817,41.253,7.4,840,149.017,58.835,47.791,0
87.336,360.486,0.00277403,0.07291826699894363,-2.6184161,40.912,11.585,1159,82.646,42.675,11.441,0
41.596,314.746,0.00317717,0.005858797247077466,-5.13981094,36.608,4.132,363,51.172,53.379,196.483,0
85.692,358.842,0.00278674,0.06734649344475532,-2.69790444,42.864,7.256,340,160.27,49.362,205.767,0
106.442,379.592,0.00263441,0.1746226720481603,-1.74512779,41.184,7.283,362,184.181,43.215,66.293,0
173.496,446.646,0.00223891,2.072007634400759,0.72851801,56.01,7.508,757,54.298,41.645,231.346,1
37.513,310.663,0.00321892,0.004512153514584069,-5.40098074,43.955,5.729,221,174.209,61.116,45.048,0
158.042,431.192,0.00231915,1.254375425358879,0.22663778,44.915,1.968,947,287.485,59.227,155.859,1
122.502,395.652,0.00252747,0.3408512785791419,-1.07630903,42.946,9.256,492,76.061,42.914,95.854,0
172.211,445.361,0.00224537,1.989959603198358,0.68811434,53.727,14.524,255,146.204,49.259,199.526,1
145.332,418.482,0.00238959,0.8074223765326313,-0.21390836,45.76,11.713,596,166.587,60.01,62.06,0
96.273,369.423,0.00270692,0.1109491322607911,-2.19868345,39.046,4.912,534,184.434,47.797,223.527,0
45.368,318.518,0.00313954,0.00741326393643737,-4.90448446,37.11,10.441,420,136.209,45.115,247.06,0
95.909,369.059,0.00270959,0.1091118413825365,-2.21538186,38.599,6.962,510,233.924,51.336,144.127,0
54.478,327.628,0.00305224,0.01279783393298446,-4.35847935,39.175,6.499,708,164.935,49.912,247.027,0
75.556,348.706,0.00286775,0.04057748872905552,-3.20454183,36.59,9.255,815,137.698,47.494,128.28,0
142.611,415.761,0.00240523,0.7321847343142415,-0.31172243,42.257,10.66,102,113.821,62.238,231.462,0
114.028,387.178,0.00258279,0.2411600619534063,-1.42229441,38.713,6.319,800,195.326,53.161,117.963,0
163.375,436.525,0.00229082,1.497574052922278,0.4038465,49.696,1.672,1107,15.622,50.991,59.18,1
91.332,364.482,0.00274362,0.08819571401297104,-2.42819691,43.247,6.304,882,72.235,49.756,89.936,0
170.694,443.844,0.00225304,1.896698753608365,0.64011488,47.531,12.672,935,205.478,61.147,37.137,0
127.564,400.714,0.00249555,0.4161898095478874,-0.87661385,38.838,12.215,1187,262.68,61.971,130.537,0
41.399,314.549,0.00317915,0.005786333665571937,-5.15225641,44.953,9.833,914,208.818,42.82,78.108,0
122.592,395.742,0.0025269,0.3420788765147001,-1.07271394,39.732,2.837,1131,182.58,44.95,173.428,0
139.196,412.346,0.00242515,0.6464166057720075,-0.43631108,49.875,3.528,450,95.867,54.765,114.93,1
39.504,312.654,0.00319842,0.005129362270988427,-5.27277394,43.099,7.749,466,291.99,48.392,120.621,0
43.561,316.711,0.00315745,0.006627553006311219,-5.01651962,42.086,12.182,869,136.419,50.579,71.234,0
60.114,333.264,0.00300062,0.01767447572702151,-4.03563373,39.217,8.46,113,91.685,48.368,78.519,0
65.74,338.89,0.00295081,0.02413551874455568,-3.72407072,38.594,6.679,794,15.379,44.882,150.57,0
159.934,433.084,0.00230902,1.336435528299586,0.29000602,47.702,13.542,1195,93.227,50.083,165.221,0
81.108,354.258,0.0028228,0.05374847485992951,-2.92343999,44.119,5.78,273,47.294,50.279,234.116,0
179.38,452.53,0.0022098,2.485801244360295,0.91059504,52.515,11.691,1079,139.764,56.475,24.741,1
44.244,317.394,0.00315066,0.006915270343689254,-4.97402322,41.114,11.008,665,35.285,51.865,121.743,0
48.68,321.83,0.00310723,0.00907343335854127,-4.70240455,44.031,8.151,815,239.653,52.792,238.768,0
141.844,414.994,0.00240967,0.7121076669708553,-0.33952616,44.797,9.169,490,177.553,58.081,219.302,0
124.32,397.47,0.00251591,0.3664094561337863,-1.00400384,48.09,8.484,1178,236.077,48.917,150.728,1
174.585,447.735,0.00223346,2.143794493469346,0.76257739,48.139,11.01,987,95.335,54.964,198.147,0
47.175,320.325,0.00312183,0.008281647886634935,-4.79371331,42.209,5.583,1039,223.16,49.693,234.629,0
36.318,309.468,0.00323135,0.004174658232001705,-5.47872278,41.248,3.601,1025,49.446,55.523,160.934,0
39.46,312.61,0.00319887,0.005114940079769854,-5.27558959,35.525,6.937,938,255.12,58.032,173.501,0
92.751,365.901,0.00273298,0.09426467579558528,-2.36164875,44.066,14.126,1042,221.635,46.815,66.648,0
159.374,432.524,0.00231201,1.311678809453515,0.27130785,52.383,13.105,616,132.149,57.575,99.077,1
122.095,395.245,0.00253008,0.335347728460146,-1.09258729,45.959,1.337,1066,18.292,51.943,34.344,1
49.354,322.504,0.00310074,0.009449541411956218,-4.66178907,41.206,13.347,709,190.364,47.68,6.472,0
49.543,322.693,0.00309892,0.009557488284826214,-4.65043032,41.041,4.205,153,176.758,50.825,120.086,0
45.453,318.603,0.0031387,0.00745220214344179,-4.8992457,38.716,3.932,668,169.123,47.739,144.71,0
32.763,305.913,0.0032689,0.00330080699756927,-5.7135883,35.803,3.845,821,223.971,59.98,47.876,0
77.717,350.867,0.00285008,0.04531707549823364,-3.09407137,45.093,5.306,374,126.181,61.322,98.563,0
106.431,379.581,0.00263448,0.1745393113314485,-1.74560528,45.861,12.537,997,84.366,53.108,41.142,0
172.731,445.881,0.00224275,2.022819871643625,0.70449251,51.195,1.099,588,119.546,45.184,50.759,1
157.267,430.417,0.00232333,1.222038151138414,0.20052008,46.479,2.186,139,121.166,60.967,114.969,1
42.318,315.468,0.00316989,0.006131404005123744,-5.09433152,45.003,1.025,329,45.494,45.126,124.443,0
144.981,418.131,0.00239159,0.797355597109934,-0.22645453,44.668,5.731,208,266.82,59.585,20.663,0
70.694,343.844,0.0029083,0.03148751648121065,-3.45816411,37.437,14.997,580,57.509,59.787,47.448,0
138.34,411.49,0.00243019,0.6263384043908573,-0.46786447,42.84,11.189,421,150.124,50.255,138.024,0
117.276,390.426,0.0025613,0.2758476444099885,-1.28790658,37.731,14.687,215,299.452,58.262,57.175,0
166.784,439.934,0.00227307,1.673424692673398,0.51487224,45.41,10.69,229,228.158,42.697,249.548,0
47.885,321.035,0.00311493,0.008647104591684659,-4.75053074,35.397,6.038,371,182.424,49.543,108.282,0
166.708,439.858,0.00227346,1.669319063078166,0.5124158,45.029,10.233,618,100.024,58.814,39.99,0
145.795,418.945,0.00238695,0.8208696097342361,-0.197391,44.034,6.827,1110,180.553,60.861,128.991,0
111.871,385.021,0.00259726,0.2202935361560212,-1.51279437,45.105,1.197,236,158.257,57.728,131.867,0
82.865,356.015,0.00280887,0.05864176636980016,-2.8363081,36.813,9.43,788,28.432,57.216,233.748,0
79.284,352.434,0.00283741,0.04905497956966789,-3.01481358,40.301,10.076,909,109.609,58.6,143.37,0
110.638,383.788,0.00260561,0.2090914504301414,-1.56498356,40.304,6.668,136,281.028,42.375,141.602,0
52.164,325.314,0.00307395,0.01117282320547928,-4.49427095,44.375,9.28,275,129.021,56.559,181.818,0
60.282,333.432,0.00299911,0.0178423980468063,-4.02617774,44.315,2.286,1133,151.996,62.284,112.613,0
150.423,423.573,0.00236087,0.9663074861626173,-0.03427319,45.513,6.792,771,93.558,55.715,56.759,0
83.894,357.044,0.00280078,0.06168732195177039,-2.78567685,41.59,5.767,990,233.367,49.581,125.724,0
31.237,304.387,0.00328529,0.002979236301847043,-5.81608829,40.231,10.602,642,24.109,59.489,15.664,0
105.512,378.662,0.00264088,0.1676971848492274,-1.7855954,46.334,13.469,766,168.61,53.536,100.286,0
95.639,368.789,0.00271158,0.1077664031935517,-2.22778933,41.517,12.452,162,216.045,54.734,153.622,0
103.88,377.03,0.00265231,0.15612597396837,-1.85709207,37.621,11.876,562,291.236,46.935,221.753,0
176.272,449.422,0.00222508,2.259206864174556,0.81501381,49.545,9.353,525,32.118,42.299,71.861,1
134.213,407.363,0.00245481,0.5369488239498053,-0.62185249,43.182,13.829,162,251.67,56.081,141.796,0
163.484,436.634,0.00229025,1.502940148178494,0.40742329,52.14,4.768,536,288.48,47.346,45.102,1
112.857,386.007,0.00259063,0.2296268091612398,-1.47129986,43.923,14.993,883,171.84,53.729,121.155,0
39.478,312.628,0.00319869,0.00512083564987363,-5.27443764,35.663,7.76,102,212.65,61.863,224.005,0
139.28,412.43,0.00242465,0.6484166706626557,-0.43322178,47.726,14.338,528,185.536,55.782,144.347,0
104.057,377.207,0.00265106,0.1573460236081617,-1.84930793,44.79,1.753,821,241.406,57.269,235.073,0
162.829,435.979,0.00229369,1.470941733625285,0.38590283,49.028,8.216,1021,95.54,47.003,228.896,1
48.801,321.951,0.00310606,0.009139948582659976,-4.69510052,37.355,11.175,145,71.315,52.866,218.945,0
43.999,317.149,0.00315309,0.006810797096168374,-4.98924612,44.163,4.777,937,203.259,48.981,82.876,0
175.988,449.138,0.00222649,2.23941329734586,0.80621391,49.016,5.906,722,42.743,48.225,25.513,1
152.307,425.457,0.00235041,1.031602731372858,0.03111364,43.841,14.394,228,126.531,60.98,126.174,0
74.694,347.844,0.00287485,0.0388133785346141,-3.24899028,45.271,4.776,151,38.814,54.738,113.261,0
84.501,357.651,0.00279602,0.06354884585878273,-2.75594644,42.638,7.168,815,47.644,52.99,168.721,0
84.395,357.545,0.00279685,0.06322022783137851,-2.76113097,43.552,4.493,375,219.95,42.646,228.231,0
109.731,382.881,0.00261178,0.2011732654635247,-1.60358873,43.352,12.916,1000,107.673,54.501,104.668,0
100.646,373.796,0.00267526,0.1352520107586299,-2.00061549,44.877,1.319,1143,161.205,50.692,62.567,1
73.466,346.616,0.00288504,0.03641796468051388,-3.31269309,36.856,7.439,399,217.009,49.108,159.146,0
147.036,420.186,0.0023799,0.8578737635143605,-0.15329832,44.803,13.592,848,255.176,47.254,225.748,0
111.679,384.829,0.00259856,0.2185153167309677,-1.52089917,42.407,2.196,1112,257.203,57.983,21.118,0
141.778,414.928,0.00241006,0.7104025746566294,-0.34192346,42.517,2.758,419,204.923,54.149,213.877,0
34.479,307.629,0.00325067,0.003699561822425944,-5.59954089,38.277,11.344,947,76.071,46.921,107.222,0
37.6,310.75,0.00321802,0.004537658219666469,-5.39534421,43.175,10.318,255,110.37,50.063,185.937,0
68.731,341.881,0.00292499,0.02836479256089431,-3.5626066,39.619,1.809,1114,189.594,56.452,15.001,0
107.831,380.981,0.0026248,0.1854341655666744,-1.68505536,42.556,3.852,761,202.871,56.805,228.354,0
57.426,330.576,0.00302502,0.01517301653176281,-4.18823666,39.385,14.431,1031,161.68,42.174,124.362,0
33.561,306.711,0.0032604,0.003481146705565104,-5.66039353,37.346,7.615,429,280.72,52.137,112.583,0
114.298,387.448,0.00258099,0.2438902034537911,-1.41103714,42.487,2.34,442,62.53,51.385,163.719,0
40.622,313.772,0.00318703,0.005508319442143346,-5.2014957,42.477,11.025,710,81.607,51.897,22.609,0
31.133,304.283,0.00328641,0.002958386415548545,-5.82311129,36.61,3.562,949,225.416,42.889,214.198,0
128.008,401.158,0.00249278,0.4234420877043779,-0.85933852,45.101,12.819,220,75.594,56.394,168.531,0
83.886,357.036,0.00280084,0.0616631138771201,-2.78606936,38.617,6.699,253,72.324,57.61,112.198,0
32.519,305.669,0.00327151,0.003247373350532279,-5.72990881,41.835,12.593,307,140.135,52.528,11.727,0
135.04,408.19,0.00244984,0.55391406543426,-0.59074572,48.246,12.602,275,52.2,43.33,97.044,0
52.402,325.552,0.00307171,0.01133097196137078,-4.48021542,42.843,1.057,537,258.753,45.979,77.689,0
33.773,306.923,0.00325815,0.003530527142504078,-5.64630809,40.609,14.127,361,257.828,53.272,166.952,0
75.006,348.156,0.00287228,0.03944386339461511,-3.2328768,39.3,8.428,493,170.91,58.99,155.786,0
141.887,415.037,0.00240942,0.7132204690295019,-0.33796469,49.292,4.281,1157,258.705,50.097,227.22,1
69.185,342.335,0.00292112,0.02906138948507747,-3.53834481,35.583,3.613,834,196.31,58.997,39.819,0
80.655,353.805,0.00282642,0.05254711080541816,-2.94604516,37.574,8.295,241,229.347,53.285,68.118,0
134.657,407.807,0.00245214,0.5460000599040434,-0.60513619,45.304,11.957,1006,232.187,56.984,80.648,0
81.1,354.25,0.00282287,0.05372704924204123,-2.92383869,36.005,13.808,674,131.015,60.514,163.024,0
141.64,414.79,0.00241086,0.7068488205311303,-0.34693847,45.576,12.728,236,37.112,48.047,72.66,0
143.022,416.172,0.00240285,0.7431436924092898,-0.29686586,45.058,2.044,144,285.927,48.369,46.866,0
38.807,311.957,0.00320557,0.004905148999753699,-5.31746981,41.406,11.221,799,57.654,52.706,94.596,0
96.126,369.276,0.002708,0.1102038910105644,-2.20542307,37.652,9.239,489,102.694,56.19,134.044,0
101.788,374.938,0.00266711,0.1423236938068149,-1.94965128,42.505,13.111,1101,237.401,57.867,189.024,0
152.954,426.104,0.00234684,1.054888731962623,0.05343529,47.888,1.554,987,56.248,57.282,191.878,1
32.985,306.135,0.00326653,0.003350110639271116,-5.69876191,36.952,3.573,906,242.851,53.121,14.158,0
32.758,305.908,0.00326896,0.003299704133143744,-5.71392247,42.466,9.431,907,101.046,49.79,163.743,0
108.126,381.276,0.00262277,0.1878045753679941,-1.67235335,46.322,4.315,320,175.865,58.411,131.539,0
83.592,356.742,0.00280315,0.06077928397621341,-2.80050627,43.827,4.653,489,254.222,52.684,31.99,0
161.935,435.085,0.0022984,1.428214833179251,0.3564253,46.808,14.277,993,253.483,48.228,224.592,0
117.044,390.194,0.00256283,0.2732326871304055,-1.29743151,38.087,9.168,1185,298.081,46.508,157.178,0
91.222,364.372,0.00274445,0.08774000462122236,-2.43337733,39.646,10.011,860,266.512,53.786,16.226,0
50.851,324.001,0.00308641,0.01033536496688829,-4.57218377,38.5,9.45,184,247.918,47.102,80.818,0
144.891,418.041,0.00239211,0.7947919542119498,-0.22967489,41.466,2.006,150,276.532,57.433,7.781,0
79.393,352.543,0.00283653,0.04932488091145371,-3.00932664,37.969,11.953,160,109.034,53.533,212.11,0
162.245,435.395,0.00229677,1.44290800155255,0.36666052,48.496,11.232,850,105.883,45.897,224.869,0
142.186,415.336,0.00240769,0.7210001146888836,-0.32711598,48.103,3.899,1157,265.595,43.128,192.337,1
34.15,307.3,0.00325415,0.003619903419046595,-5.62130793,42.255,13.518,324,275.506,54.967,67.541,0
99.238,372.388,0.00268537,0.1269603043030516,-2.06388081,41.828,13.93,359,290.841,56.939,13.566,0
81.37,354.52,0.00282072,0.05445436433645624,-2.91039228,35.759,12.233,188,152.613,61.462,232.488,0
168.675,441.825,0.00226334,1.778411131871699,0.57572034,46.659,13.168,1115,254.613,44.374,146.563,0
51.18,324.33,0.00308328,0.0105397460372715,-4.55260183,42.279,9.361,550,92.671,43.943,150.304,0
157.306,430.456,0.00232312,1.223648093883167,0.20183664,51.662,8.849,835,203.289,58.429,140.52,1
60.058,333.208,0.00300113,0.01761881622185949,-4.03878784,42.298,4.385,813,175.636,45.277,236.042,0
138.086,411.236,0.00243169,0.6204858067230865,-0.47725255,48.634,1.604,483,92.079,43.244,165.971,1
128.271,401.421,0.00249115,0.4277896675890867,-0.84912364,42.277,12.464,1080,219.68,49.308,96.324,0
130.753,403.903,0.00247584,0.4707734814881228,-0.75337823,46.396,4.933,936,74.008,57.795,40.118,1
109.725,382.875,0.00261182,0.2011217736215769,-1.60384472,45.626,1.219,751,170.974,46.934,237.312,1
168.03,441.18,0.00226665,1.741983346436053,0.55502432,47.371,8.661,1146,287.568,62.115,25.429,1
99.099,372.249,0.00268637,0.1261665506986862,-2.07015241,45.655,13.6,1135,59.573,53.271,191.048,0
101.423,374.573,0.00266971,0.1400289062139323,-1.9659064,37.941,14.723,927,92.856,55.435,149.471,0
105.843,378.993,0.00263857,0.170133875819342,-1.77116965,38.228,5.966,120,270.324,50.127,67.664,0
117.371,390.521,0.00256068,0.2769247284448803,-1.28400955,43.902,13.182,1154,180.774,54.286,68.937,0
82.656,355.806,0.00281052,0.05803972523139458,-2.84662759,35.863,13.159,874,210.442,47.286,33.405,0
48.615,321.765,0.00310786,0.009037881624927245,-4.70633047,39.722,6.714,637,222.274,41.915,236.745,0
114.953,388.103,0.00257664,0.2506261400766636,-1.38379293,47.161,9.371,270,100.795,47.971,245.027,0
173.155,446.305,0.00224062,2.049956922467023,0.71781878,52.558,6.915,163,76.2,56.778,48.392,1
54.687,327.837,0.0030503,0.01295453881461806,-4.34630906,39.803,10.667,675,24.519,48.688,192.066,0
135.504,408.654,0.00244706,0.5636352442883058,-0.57334797,39.568,7.238,849,48.103,49.445,95.076,0
101.986,375.136,0.0026657,0.1435823317474956,-1.94084667,44.95,6.895,677,284.38,44.928,20.083,0
142.577,415.727,0.00240542,0.7312844622043304,-0.31295275,46.622,6.222,796,114.002,57.193,58.037,0
88.685,361.835,0.00276369,0.07779091013197649,-2.55373069,42.548,5.413,574,142.658,50.4,208.236,0
53.014,326.164,0.00306594,0.0117468891667433,-4.44416683,36.025,7.042,823,252.611,45.858,149.237,0
64.54,337.69,0.0029613,0.02260340605748416,-3.78965467,42.073,6.351,983,86.937,55.054,206.15,0
