Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
212.211,485.361,0.00206032,1.729281496194885,0.547706,49.144,5.484,575,288.165,68.699,104.927,1
135.551,408.701,0.00244678,0.07330731896965116,-2.61309483,41.002,5.903,464,244.824,66.797,233.182,0
63.306,336.456,0.00297216,0.0009975905737096866,-6.91016761,41.114,11.253,190,117.472,70.869,60.251,0
188.809,461.959,0.00216469,0.7364224842982968,-0.3059513,41.858,9.614,806,263.308,57.129,218.084,0
73.623,346.773,0.00288373,0.002056121741814347,-6.18693372,42.444,7.31,1051,266.412,59.439,147.154,0
77.134,350.284,0.00285483,0.002604473738433761,-5.95052464,42.431,7.317,266,82.544,65.092,38.998,0
48.775,321.925,0.00310631,0.0003329786024230845,-8.00743233,42.464,9.632,824,276.662,59.24,148.287,0
46.742,319.892,0.00312606,0.0002833302869294558,-8.16889725,39.428,12.062,526,160.749,75.134,132.168,0
167.174,440.324,0.00227105,0.3085495994925464,-1.17587267,46.229,12.45,792,165.103,78.493,5.557,0
208.418,481.568,0.00207655,1.514338961076306,0.41497901,49.762,4.493,738,222.946,58.898,115.881,1
153.029,426.179,0.00234643,0.1665634666063788,-1.79237886,43.282,8.483,745,80.055,68.068,160.753,0
47.478,320.628,0.00311888,0.0003004569129213173,-8.1102062,44.042,3.146,160,271.19,75.801,81.519,0
87.781,360.931,0.00277061,0.005186257985687089,-5.26174285,44.386,9.477,951,243.367,80.907,193.297,0
129.346,402.496,0.0024845,0.05384704329262456,-2.92160778,39.145,7.006,765,29.99,60.75,237.407,0
66.367,339.517,0.00294536,0.001242037631400274,-6.691002,40.52,5.543,249,246.759,61.663,31.924,0
127.581,400.731,0.00249544,0.04923704302765518,-3.01110903,38.385,12.829,338,43.293,61.66,155.447,0
154.119,427.269,0.00234045,0.1749211589987019,-1.74341993,41.496,12.258,715,190.406,65.561,103.807,0
124.443,397.593,0.00251513,0.04191146303236198,-3.17219591,38.018,9.864,170,181.179,65.604,190.217,0
56.5,329.65,0.00303352,0.0006039261138043098,-7.4120587,44.373,11.424,696,199.999,79.515,59.249,0
52.758,325.908,0.00306835,0.0004542177494132501,-7.69693385,43.734,12.079,962,278.709,81.433,246.223,0
191.299,464.449,0.00215309,0.8097485545360292,-0.21103151,47.595,12.289,1182,156.682,62.781,105.678,0
215.801,488.951,0.00204519,1.957038997722653,0.67143262,48.321,4.681,518,40.188,67.152,217.107,1
180.758,453.908,0.00220309,0.5379520440474872,-0.61998586,44.586,9.242,842,173.149,58.304,143.539,0
58.263,331.413,0.00301738,0.0006891356149868251,-7.28007248,35.323,11.945,152,138.611,57.045,64.519,0
109.909,383.059,0.00261056,0.01920263013430168,-3.95270802,35.324,14.75,934,187.736,64.486,208.111,0
206.083,479.233,0.00208667,1.394068504903621,0.33222645,52.58,13.447,697,59.026,55.6,156.229,1
201.885,475.035,0.00210511,1.198898187996093,0.18140296,46.592,5.942,1026,281.572,63.19,50.849,1
200.355,473.505,0.00211191,1.134020152638513,0.12576898,47.105,8.388,705,228.713,68.255,196.899,0
100.065,373.215,0.00267942,0.0109339123461592,-4.5158861,41.41,9.805,965,248.157,72.548,223.064,0
139.778,412.928,0.00242173,0.08997371700494612,-2.40823768,40.655,5.154,977,33.144,55.123,218.191,0
185.09,458.24,0.00218226,0.6378564689380869,-0.44964199,49.406,3.368,216,161.821,76.49,120.329,1
53.145,326.295,0.00306471,0.0004679407131601694,-7.66716895,42.994,5.544,986,163.715,54.723,177.914,0
116.202,389.352,0.00256837,0.02711670894610078,-3.60760517,44.127,10.958,317,141.428,62.357,176.603,0
115.313,388.463,0.00257425,0.02584394376130883,-3.65567899,39.236,11.283,302,229.283,58.852,206.327,0
94.085,367.235,0.00272305,0.00765232838017452,-4.87274531,38.512,3.262,168,220.813,78.799,157.266,0
89.157,362.307,0.00276009,0.005652372789578673,-5.17567986,35.552,5.071,493,202.739,69.983,34.741,0
92.831,365.981,0.00273238,0.007090088276653183,-4.94905749,44.699,1.48,858,153.833,71.756,44.722,1
180.095,453.245,0.00220631,0.5239579708738569,-0.64634381,45.561,12.858,763,233.56,57.348,87.068,0
40.402,313.552,0.00318926,0.0001689548599278888,-8.68587898,42.658,14.769,865,88.86,68.417,94.827,0
100.214,373.364,0.00267835,0.01102995622749866,-4.50714041,43.587,10.705,693,296.511,56.963,187.405,0
134.195,407.345,0.00245492,0.06858285812219085,-2.67971266,41.31,12.196,848,246.048,60.403,248.091,0
198.811,471.961,0.00211882,1.07171508851117,0.06926025,49.11,11.928,883,107.443,72.953,42.423,0
95.203,368.353,0.00271479,0.008187492973228835,-4.80514754,41.989,10.935,581,55.021,59.545,160.077,0
45.905,319.055,0.00313426,0.0002649494682336628,-8.23597144,39.565,2.717,743,183.655,63.736,243.153,0
53.369,326.519,0.00306261,0.0004760570168136673,-7.64997293,43.608,4.247,111,245.638,79.952,247.179,0
134.874,408.024,0.00245084,0.07091315888029204,-2.64629926,36.148,5.697,579,167.905,80.563,205.96,0
134.588,407.738,0.00245256,0.06992306754937952,-2.66035968,38.293,10.496,762,285.373,61.096,192.495,0
166.791,439.941,0.00227303,0.3036002382761826,-1.19204345,40.855,9.917,234,193.767,56.42,117.134,0
155.129,428.279,0.00233493,0.1829986045803194,-1.69827675,42.889,7.776,1145,279.792,77.083,147.305,0
88.226,361.376,0.0027672,0.005333016403366514,-5.23383827,38.4,6.461,221,92.55,69.888,98.506,0
122.933,396.083,0.00252472,0.03875016539004871,-3.25062026,42.694,1.963,981,277.149,66.548,35.759,0
120.005,393.155,0.00254353,0.03322650516245784,-3.40440737,35.331,5.465,519,103.37,70.289,56.636,0
49.789,322.939,0.00309656,0.0003606299206781255,-7.92765828,44.92,10.465,622,39.763,61.232,94.584,0
55.499,328.649,0.00304276,0.0005599694248633519,-7.48762837,37.171,14.281,634,125.198,58.71,65.915,0
132.479,405.629,0.00246531,0.06299782302976795,-2.76465511,41.451,3.85,1137,280.824,69.456,47.164,0
212.586,485.736,0.00205873,1.751925788590647,0.56071563,51.014,14.467,388,37.323,66.428,209.827,0
98.967,372.117,0.00268733,0.01024925657874041,-4.5805501,42.794,11.417,673,160.254,61.826,132.633,0
52.389,325.539,0.00307183,0.0004414789382281429,-7.72538024,41.203,9.212,380,162.517,60.702,67.042,0
154.568,427.718,0.00233799,0.1784717408762793,-1.723325,39.768,5.977,1055,253.251,68.325,94.49,0
63.857,337.007,0.0029673,0.00103803835896704,-6.87042254,44.43,10.892,554,60.786,69.172,28.488,0
75.158,348.308,0.00287102,0.002281345381593754,-6.08298993,44.708,13.062,1150,207.763,68.174,190.582,0
128.401,401.551,0.00249034,0.05133256880684623,-2.96942986,44.362,13.768,445,190.389,70.889,57.506,0
96.4,369.55,0.00270599,0.008798037871388891,-4.73322655,35.962,11.13,907,69.85,70.621,139.168,0
212.672,485.822,0.00205837,1.757155563457679,0.56369634,52.337,6.863,943,86.614,54.673,44.582,1
109.738,382.888,0.00261173,0.01902038780209477,-3.96224383,39.937,4.051,456,193.814,56.072,22.881,0
154.745,427.895,0.00233702,0.179889053483551,-1.71541499,36.824,6.256,424,197.162,57.308,93.783,0
130.923,404.073,0.0024748,0.05829137082042301,-2.84230121,45.333,7.07,1006,160.385,66.04,224.248,0
43.312,316.462,0.00315994,0.0002147539994773819,-8.44601737,44.258,5.093,967,220.711,74.626,140.818,0
157.635,430.785,0.00232134,0.2045010356579916,-1.58718224,38.429,5.052,753,23.528,72.687,16.608,0
164.121,437.271,0.00228691,0.2710203063989968,-1.30556153,44.267,6.793,313,255.655,67.185,240.834,0
71.842,344.992,0.00289862,0.001820407674626775,-6.30869481,39.098,8.758,842,229.1,65.709,80.487,0
56.091,329.241,0.00303729,0.0005855960751151146,-7.4428803,43.385,10.851,417,296.287,58.264,224.462,0
165.829,438.979,0.00227801,0.291479724019986,-1.23278483,42.121,14.116,295,193.684,61.991,9.968,0
62.425,335.575,0.00297996,0.0009359133777138275,-6.97398763,44.294,12.799,351,230.927,59.631,138.598,0
118.585,391.735,0.00255275,0.03081302647511953,-3.47981774,35.929,6.469,741,214.55,57.861,208.403,0
117.295,390.445,0.00256118,0.02875913471530065,-3.54879983,44.296,7.292,483,70.796,57.652,235.335,0
116.954,390.104,0.00256342,0.02823731715115264,-3.56711087,42.485,7.176,642,291.487,56.574,176.691,0
84.481,357.631,0.00279618,0.004207685329459938,-5.47084259,36.544,9.34,1089,126.437,69.21,57.545,0
189.968,463.118,0.00215928,0.7697859588599357,-0.26164278,46.68,3.778,131,32.077,62.368,126.603,0
69.618,342.768,0.00291743,0.001560859098447228,-6.46251891,39.654,10.856,103,90.096,69.467,195.88,0
165.419,438.569,0.00228014,0.286446658099436,-1.25020294,38.476,14.475,308,100.747,55.197,213.976,0
169.774,442.924,0.00225772,0.3440953493224913,-1.06683648,40.614,2.48,637,283.781,64.877,205.898,0
42.919,316.069,0.00316387,0.0002079624364083402,-8.47815309,43.59,13.108,133,166.042,69.333,243.052,0
84.179,357.329,0.00279854,0.004127137237531489,-5.49017128,39.463,9.951,605,56.809,59.14,202.955,0
212.772,485.922,0.00205794,1.763253991642276,0.56716096,54.393,12.479,745,110.155,67.735,43.922,1
88.552,361.702,0.00276471,0.00544292110847506,-5.21343939,38.666,12.496,111,220.105,70.065,96.809,0
214.233,487.383,0.00205177,1.854503278050643,0.61761689,49.844,11.855,334,27.333,80.778,197.556,0
156.545,429.695,0.00232723,0.1948852725148664,-1.63534424,38.507,14.478,1122,91.799,70.146,213.298,0
84.705,357.855,0.00279443,0.004268353400181432,-5.45652715,40.435,10.354,1103,193.929,64.911,125.887,0
182.822,455.972,0.00219312,0.5836690814145445,-0.5384211,46.932,13.541,1155,266.688,81.147,217.569,0
91.17,364.32,0.00274484,0.00640327045339586,-5.05094641,39.309,12.513,781,24.604,66.967,68.727,0
181.357,454.507,0.00220019,0.5508799375374587,-0.59623839,40.016,7.517,245,233.043,58.417,93.969,0
137.389,410.539,0.00243582,0.08017851271180661,-2.52349972,38.493,10.15,527,32.91,77.724,125.352,0
184.337,457.487,0.00218585,0.6193901068570797,-0.47901998,47.119,13.733,196,137.502,71.724,181.789,0
112.205,385.355,0.00259501,0.02180771814329154,-3.82549133,39.963,9.422,136,256.238,79.433,163.472,0
68.034,341.184,0.00293097,0.001397179286857296,-6.57329987,42.557,8.055,1197,153.397,67.707,169.43,0
79.206,352.356,0.00283804,0.002987795235677311,-5.81321954,41.497,14.122,211,165.223,61.933,173.789,0
105.522,378.672,0.00264081,0.01499448685616292,-4.20007269,39.174,10.896,404,232.203,58.191,68.987,0
98.606,371.756,0.00268994,0.01003281809047594,-4.60189375,37.607,4.018,378,175.788,61.307,10.153,0
72.816,345.966,0.00289046,0.001946056390256204,-6.24195032,41.986,4.98,683,288.903,76.237,42.413,0
131.969,405.119,0.00246841,0.06141882121554892,-2.79003896,42.295,8.264,1138,288.645,76.893,242.644,0
52.594,325.744,0.0030699,0.0004485148638900338,-7.70956874,37.223,11.194,1037,138.082,69.626,213.338,0
202.75,475.9,0.00210128,1.237010852782858,0.21269787,45.541,2.788,889,147.11,57.898,246.374,0
184.349,457.499,0.0021858,0.6196806277215576,-0.47855105,47.861,5.691,462,39.475,74.863,51.908,1
182.72,455.87,0.00219361,0.5813312384130965,-0.54243457,42.634,6.541,631,167.98,59.413,83.663,0
86.412,359.562,0.00278116,0.004757553560984749,-5.3480217,42.322,7.175,504,156.858,55.397,85.214,0
41.384,314.534,0.00317931,0.0001832902062984575,-8.60443983,36.473,12.448,452,166.153,77.073,217.354,0
73.398,346.548,0.0028856,0.002024875302391641,-6.20224716,35.962,7.927,678,53.198,56.259,20.263,0
96.495,369.645,0.0027053,0.00884822426806952,-4.72753849,40.523,2.718,340,52.264,70.667,31.24,0
175.532,448.682,0.00222875,0.4361097295376564,-0.82986139,46.128,3.223,410,262.341,59.188,8.72,1
47.103,320.253,0.00312253,0.0002916149709366452,-8.14007622,36.572,5.51,367,234.875,78.998,57.286,0
67.147,340.297,0.00293861,0.001312548168558082,-6.63578486,38.004,1.942,1103,64.455,56.834,9.822,0
159.261,432.411,0.00231261,0.2196350066011901,-1.51578817,46.73,13.66,1022,151.541,63.129,37.073,0
195.088,468.238,0.00213567,0.9337652492305162,-0.06853021,45.135,9.108,563,59.872,65.332,138.974,0
113.801,386.951,0.00258431,0.0238028570240618,-3.73794966,41.717,3.737,1028,126.271,68.279,93.434,0
151.694,424.844,0.00235381,0.1568156139129453,-1.8526846,41.436,12.479,268,266.39,74.399,152.796,0
103.586,376.736,0.00265438,0.01341921264027069,-4.31106782,35.383,5.387,908,17.411,64.65,245.645,0
93.182,366.332,0.00272976,0.007243543711175848,-4.92764473,41.66,7.697,230,80.614,61.55,92.861,0
146.039,419.189,0.00238556,0.1209477471745424,-2.11239667,43.472,8.865,323,35.462,64.954,19.481,0
99.739,372.889,0.00268176,0.01072642114310881,-4.53504532,44.703,2.845,767,76.128,78.656,23.541,0
164.154,437.304,0.00228674,0.2714031197507277,-1.30415004,40.673,12.828,968,91.913,65.297,212.483,0
180.675,453.825,0.00220349,0.536182143423991,-0.62328136,48.486,13.359,536,155.925,66.408,27.421,0
83.005,356.155,0.00280777,0.00382720177114947,-5.56562135,44.335,4.887,1059,17.129,77.324,170.646,0
177.153,450.303,0.00222073,0.4656872243679175,-0.76424106,45.469,12.354,516,158.648,60.447,142.658,0
86.81,359.96,0.00277809,0.004878727861274116,-5.32287078,35.957,13.099,432,148.488,71.411,135.591,0
134.516,407.666,0.00245299,0.06967578293237894,-2.66390247,39.239,8.474,472,273.954,66.676,104.901,0
176.595,449.745,0.00222348,0.4553102209790351,-0.78677629,40.481,6.727,323,79.023,76.032,170.225,0
213.499,486.649,0.00205487,1.808153065318488,0.59230592,48.724,2.119,823,93.675,77.419,163.551,1
74.687,347.837,0.00287491,0.0022099474934907,-6.11478652,44.395,10.377,956,96.459,67.787,43.605,0
166.557,439.707,0.00227424,0.3006113310747828,-1.20193711,41.452,7.148,466,255.345,63.013,164.596,0
150.13,423.28,0.0023625,0.146048168621286,-1.92381879,40.721,8.426,118,41.33,67.285,217.045,0
105.592,378.742,0.00264032,0.01505446444717251,-4.19608069,40.436,5.828,758,116.872,70.568,196.662,0
106.64,379.79,0.00263303,0.01597882742906826,-4.13649072,36.826,5.18,181,91.665,57.242,183.559,0
106.003,379.153,0.00263746,0.01541103146961144,-4.1726717,43.285,8.043,290,199.089,60.185,168.664,0
183.546,456.696,0.00218964,0.6005046677590086,-0.50998486,46.618,13.483,1193,52.575,66.982,39.564,0
90.92,364.07,0.00274672,0.006305314777954782,-5.06636239,39.851,9.51,667,27.66,67.162,246.318,0
106.765,379.915,0.00263217,0.01609244967792787,-4.12940508,43.307,14.645,394,257.321,70.394,243.504,0
81.267,354.417,0.00282154,0.003419585109878689,-5.67823605,44.033,2.286,625,281.093,77.968,240.53,0
122.978,396.128,0.00252444,0.03884117195135052,-3.24827446,40.717,7.864,256,49.133,60.712,11.83,0
106.575,379.725,0.00263348,0.01592003191402678,-4.14017709,37.012,8.248,392,255.939,77.705,224.395,0
152.971,426.121,0.00234675,0.1661289418237983,-1.79499103,45.011,13.622,1052,168.925,63.071,163.889,0
204.913,478.063,0.00209177,1.337039132445344,0.29045757,48.349,6.724,991,68.242,68.927,213.417,1
131.408,404.558,0.00247183,0.05972317704614577,-2.81803511,39.554,4.953,779,289.036,66.3,107.556,0
172.224,445.374,0.0022453,0.3808857371090586,-0.96525585,46.16,1.77,755,107.715,54.506,45.235,1
180.846,453.996,0.00220266,0.5398342360111008,-0.61649316,40.22,13.257,201,146.945,80.069,32.151,0
60.225,333.375,0.00299963,0.0007968616850121608,-7.13482944,43.621,12.165,832,61.02,64.4,113.367,0
49.542,322.692,0.00309893,0.0003537060953726881,-7.94704423,37.837,3.218,499,16.378,70.919,99.866,0
