Temperature (C),Temperature (K),1/T (1/K),Rate Constant k (1/s),ln(k),Conversion (%),Pressure (bar),Agitation RPM,Residence Time (min),Heat Duty (kJ/mol),Cooling Load (kW),Scale-Up Success
47.209,320.359,0.0031215,0.01106440297354373,-4.50402226,44.911,3.882,480,126.747,40.544,22.271,0
59.45,332.6,0.00300661,0.02118265691832195,-3.8545725,37.007,14.843,295,124.503,42.794,28.023,0
121.195,394.345,0.00253585,0.3032221521325683,-1.19328957,41.353,3.453,803,295.32,42.336,149.942,0
24.416,297.566,0.0033606,0.002863566690635738,-5.85568734,44.171,14.51,594,199.113,37.813,241.499,0
98.356,371.506,0.00269175,0.1256082302673077,-2.0745875,42.68,12.555,865,156.615,48.186,10.235,0
104.152,377.302,0.0026504,0.1586852969493576,-1.8408323,41.615,8.644,213,174.004,54.038,146.86,0
71.438,344.588,0.00290202,0.03826320118792533,-3.26326665,43.727,12.484,249,15.71,53.366,132.818,0
85.491,358.641,0.0027883,0.07277115168992965,-2.62043567,35.981,5.166,531,31.292,39.742,88.956,0
123.733,396.883,0.00251963,0.3323333522853686,-1.10161674,41.612,3.391,689,226.49,42.419,218.723,0
117.264,390.414,0.00256138,0.2624668779696402,-1.33763038,46.462,9.742,987,219.674,54.864,204.82,0
133.984,407.134,0.00245619,0.4756940059378461,-0.74298048,39.313,8.509,1056,118.506,40.349,68.447,0
117.437,390.587,0.00256025,0.2641556019995384,-1.33121695,38.75,4.767,981,135.453,51.796,14.097,0
61.969,335.119,0.00298401,0.02406943359315325,-3.72681256,41.186,7.172,944,298.121,53.571,79.922,0
27.991,301.141,0.0033207,0.003588022624529495,-5.63015403,41.375,13.342,536,221.823,45.979,221.648,0
68.113,341.263,0.00293029,0.03261091061066942,-3.42310837,42.235,1.458,311,295.332,43.491,156.006,0
74.418,347.568,0.00287713,0.04404212411820452,-3.12260874,44.763,10.098,582,74.778,45.128,83.09,0
124.815,397.965,0.00251278,0.3454558991420609,-1.06289029,44.763,8.576,875,64.919,45.113,101.651,0
131.328,404.478,0.00247232,0.4342403370431986,-0.83415713,41.2,12.095,833,26.474,50.211,10.784,0
59.154,332.304,0.00300929,0.02086437003828105,-3.86971236,38.202,11.187,638,297.216,47.805,11.221,0
28.431,301.581,0.00331586,0.003687650922532821,-5.60276563,36.255,5.007,1009,14.394,45.714,194.034,0
105.123,378.273,0.00264359,0.164907262742477,-1.80237201,44.823,9.278,804,11.155,40.659,46.865,0
102.961,376.111,0.00265879,0.1513322179256997,-1.88827774,42.033,4.284,870,221.201,42.131,40.774,0
101.663,374.813,0.002668,0.1436566685562109,-1.94032907,37.466,8.603,986,240.457,46.182,80.055,0
134.698,407.848,0.00245189,0.4873988906520186,-0.71867241,45.624,3.889,432,226.842,53.167,220.768,0
131.157,404.307,0.00247337,0.4316810148007652,-0.84006836,43.537,6.531,1144,143.586,43.146,42.435,0
123.498,396.648,0.00252113,0.3295406112991723,-1.11005568,37.863,5.177,988,17.35,38.365,134.94,0
36.899,310.049,0.0032253,0.00615304879377799,-5.09080758,42.551,7.189,349,216.784,44.565,138.272,0
43.229,316.379,0.00316077,0.008861771024322812,-4.72600864,37.995,8.497,364,78.549,47.481,54.032,0
64.162,337.312,0.00296461,0.02685936864066913,-3.61714059,38.172,10.342,402,198.273,37.785,102.642,0
59.964,333.114,0.00300198,0.02174554708001307,-3.82834627,43.175,1.338,889,52.306,38.252,80.175,0
135.743,408.893,0.00244563,0.5049738996685651,-0.68324853,45.4,1.154,874,63.98,54.712,188.655,1
44.99,318.14,0.00314327,0.00978306003818178,-4.62710296,37.848,4.003,176,90.607,44.142,201.986,0
108.659,381.809,0.00261911,0.1893859989949269,-1.66396802,43.263,12.816,355,73.863,49.188,97.315,0
53.399,326.549,0.00306233,0.01545960919786954,-4.16952451,36.841,10.867,1166,217.431,45.929,80.155,0
51.562,324.712,0.00307965,0.01401730972932052,-4.2674623,36.988,10.681,1007,126.458,44.627,202.22,0
123.928,397.078,0.0025184,0.3346661542515797,-1.0946218,40.388,14.052,728,91.356,38.55,182.387,0
33.009,306.159,0.00326628,0.00488067185489064,-5.32247239,41.836,12.84,1122,31.217,47.165,210.569,0
102.715,375.865,0.00266053,0.1498508189740093,-1.89811502,43.432,4.482,160,49.087,41.522,143.133,0
34.785,307.935,0.00324744,0.005429118496935494,-5.2159785,38.826,2.314,579,172.377,52.441,10.646,0
45.749,318.899,0.00313579,0.01020567887857676,-4.58481096,38.472,7.042,724,205.068,51.937,76.626,0
100.984,374.134,0.00267284,0.1397777446739153,-1.96770166,36.64,10.31,415,260.46,48.037,125.868,0
30.512,303.662,0.00329314,0.004193136121993729,-5.47430635,44.67,10.689,1031,129.72,46.934,131.082,0
95.647,368.797,0.00271152,0.112324617438453,-2.18636223,45.34,10.064,214,260.176,51.027,13.131,0
56.676,329.826,0.0030319,0.01836105396114169,-3.99752349,43.802,1.692,1142,185.038,51.617,52.157,0
85.062,358.212,0.00279164,0.07141029761887449,-2.6393132,38.983,3.808,598,87.625,41.472,214.444,0
52.798,325.948,0.00306797,0.01497392810632746,-4.20144472,35.363,3.967,586,261.798,42.782,108.382,0
96.984,370.134,0.00270172,0.1187194136149883,-2.13099244,36.957,5.089,367,148.794,46.286,80.548,0
79.571,352.721,0.0028351,0.05585523182364716,-2.88499208,35.902,3.735,693,269.382,45.477,103.221,0
83.825,356.975,0.00280132,0.067609982976831,-2.69399963,39.31,10.18,719,113.657,47.418,177.415,0
64.042,337.192,0.00296567,0.02669964789078,-3.6231049,39.338,14.463,646,268.056,49.587,56.049,0
46.158,319.308,0.00313177,0.01044006400492668,-4.56210457,45.077,11.412,940,114.86,47.413,127.983,0
80.191,353.341,0.00283013,0.0574483172809241,-2.85686957,44.088,14.674,708,49.246,45.277,166.184,0
139.284,412.434,0.00242463,0.5686166300156257,-0.56454883,46.482,9.763,771,176.435,50.961,159.382,0
37.499,310.649,0.00321907,0.006373594511227475,-5.05559168,41.18,1.581,738,282.19,55.429,14.362,0
118.37,391.52,0.00255415,0.2734253639858696,-1.29672659,38.886,14.433,244,20.47,41.959,92.982,0
50.711,323.861,0.00308774,0.01339050947879677,-4.31320907,35.716,2.344,141,227.275,39.62,17.681,0
40.523,313.673,0.00318803,0.007595843100064903,-4.88015414,40.241,1.155,395,59.469,41.347,112.707,0
81.37,354.52,0.00282072,0.06058773503532593,-2.8036628,38.127,5.045,651,99.983,45.744,146.966,0
123.602,396.752,0.00252047,0.3307740490102051,-1.10631977,47.407,11.665,923,249.484,54.829,154.451,0
24.173,297.323,0.00336335,0.002819448026073644,-5.87121415,37.505,7.239,643,123.708,43.791,39.123,0
84.297,357.447,0.00279762,0.0690386793470758,-2.67308836,39.462,4.395,900,92.557,41.914,71.05,0
84.896,358.046,0.00279294,0.07088971462899417,-2.64662992,37.203,2.691,362,152.485,51.272,92.84,0
122.561,395.711,0.0025271,0.3186049419274813,-1.14380337,46.758,3.125,207,113.696,51.772,132.964,0
71.727,344.877,0.00289958,0.03879285394249355,-3.24951923,43.887,9.238,521,57.799,54.763,114.267,0
72.219,345.369,0.00289545,0.03970936467989122,-3.22616823,40.632,11.798,414,148.855,52.011,235.656,0
29.075,302.225,0.00330879,0.003837927571071405,-5.56282275,36.063,5.81,792,151.953,43.336,177.512,0
70.059,343.209,0.00291368,0.03582235927655609,-3.32918302,43.055,12.117,1045,107.588,43.568,17.462,0
102.054,375.204,0.00266522,0.1459324248637247,-1.92461161,36.799,12.208,1003,203.442,44.373,48.178,0
139.063,412.213,0.00242593,0.5644534156291259,-0.57189742,45.815,4.218,159,228.94,38.105,227.34,0
35.321,308.471,0.0032418,0.005605094634202579,-5.18407934,41.736,8.216,1028,151.248,54.625,202.507,0
133.231,406.381,0.00246074,0.4636112817242846,-0.76870883,46.772,1.117,281,240.73,47.843,79.679,1
120.206,393.356,0.00254223,0.2924877023685495,-1.22933266,38.492,14.429,646,208.064,38.959,248.265,0
101.693,374.843,0.00266778,0.1438301819397137,-1.93912197,38.626,2.213,696,61.65,51.575,41.702,0
127.467,400.617,0.00249615,0.3795170284261326,-0.96885581,47.884,4.214,907,248.453,55.542,193.224,1
91.618,364.768,0.00274147,0.09482979746817612,-2.3556716,40.319,11.792,851,267.253,39.392,183.264,0
136.186,409.336,0.00244298,0.512586341350131,-0.66828611,42.003,10.103,1000,170.76,45.042,248.416,0
105.885,379.035,0.00263828,0.1699369183084945,-1.77232798,45.542,3.283,538,204.679,44.091,53.347,0
91.864,365.014,0.00273962,0.09582545854469093,-2.34522688,44.402,8.922,1049,82.986,51.994,209.31,0
24.905,298.055,0.00335509,0.002954225503956476,-5.82451876,37.006,10.335,254,299.668,49.932,119.346,0
114.913,388.063,0.0025769,0.2404235168690564,-1.42535326,42.643,11.301,439,77.495,51.769,167.107,0
60.26,333.41,0.00299931,0.02207565360129097,-3.81327992,39.74,14.33,995,146.205,52.318,236.235,0
133.716,406.866,0.00245781,0.4713631173431402,-0.75212653,41.494,3.038,1062,209.096,44.404,150.557,0
87.278,360.428,0.00277448,0.07868641313301175,-2.54228478,39.214,5.928,363,13.66,47.658,32.021,0
44.188,317.338,0.00315121,0.009353443041900958,-4.67201076,36.631,9.633,1144,59.259,50.613,28.513,0
76.05,349.2,0.00286369,0.04752047210042505,-3.04659467,35.528,6.187,816,264.811,53.042,91.474,0
53.355,326.505,0.00306274,0.01542358499833511,-4.17185745,42.038,9.972,901,104.53,53.156,123.377,0
31.69,304.84,0.00328041,0.004505905998643681,-5.4023663,41.624,14.736,218,192.027,51.57,47.196,0
33.369,306.519,0.00326244,0.004987671700882355,-5.30078607,41.749,7.191,471,125.381,54.762,183.087,0
84.829,357.979,0.00279346,0.07068054050122308,-2.64958498,37.411,2.646,1152,246.103,45.852,96.625,0
108.794,381.944,0.00261818,0.1903797109496563,-1.65873472,43.751,2.21,680,33.033,49.675,19.639,0
38.764,311.914,0.00320601,0.006861777481428757,-4.98178876,43.79,1.868,703,188.297,40.656,19.621,0
114.856,388.006,0.00257728,0.2399095509288822,-1.4274933,40.321,11.074,159,71.353,48.209,187.724,0
122.689,395.839,0.00252628,0.3200801630550719,-1.13918381,45.942,8.458,310,211.776,53.0,23.489,0
122.493,395.643,0.00252753,0.3178236117767356,-1.14625873,47.115,3.376,1110,68.433,44.035,135.901,1
107.235,380.385,0.00262892,0.1791743534119462,-1.71939591,43.574,11.264,557,16.419,41.486,220.376,0
93.234,366.384,0.00272938,0.1015386559060378,-2.28731571,38.543,11.708,1176,178.235,40.073,84.647,0
124.477,397.627,0.00251492,0.3413096345614249,-1.07496519,39.929,4.295,399,228.788,52.321,60.372,0
79.887,353.037,0.00283256,0.0566622923438152,-2.87064633,38.525,8.217,1193,259.073,44.064,141.131,0
131.659,404.809,0.0024703,0.4392313058468288,-0.82272911,43.662,13.417,733,294.628,52.842,8.117,0
61.742,334.892,0.00298604,0.02379578376581274,-3.73824687,42.393,7.905,972,111.782,53.506,44.988,0
103.973,377.123,0.00265165,0.1575607901748652,-1.84794393,46.228,14.687,403,157.748,38.679,118.01,0
29.124,302.274,0.00330826,0.003849582459099207,-5.55979059,42.833,5.681,342,207.432,49.301,202.58,0
55.994,329.144,0.00303818,0.01772041991863413,-4.03303764,40.812,11.901,229,248.976,41.371,101.609,0
88.588,361.738,0.00276443,0.08328514953127268,-2.48548502,37.874,10.328,1048,87.465,51.491,132.352,0
45.789,318.939,0.0031354,0.0102283938295237,-4.58258772,42.541,12.986,432,61.878,40.879,100.434,0
84.079,357.229,0.00279932,0.06837557118465463,-2.68273966,39.206,9.743,184,259.639,49.427,117.605,0
72.591,345.741,0.00289234,0.04041490101111089,-3.20855673,39.078,3.596,1162,36.874,38.723,190.224,0
122.424,395.574,0.00252797,0.3170324764607602,-1.14875106,38.096,10.896,921,148.706,56.35,65.249,0
139.027,412.177,0.00242614,0.5637777171637237,-0.57309522,42.117,14.647,624,275.9,50.097,28.651,0
125.958,399.108,0.00250559,0.3597994021700558,-1.02220862,43.215,1.39,653,138.35,51.184,133.142,0
54.883,328.033,0.00304847,0.01671903229359586,-4.09120755,43.8,7.29,1052,225.408,46.122,81.284,0
116.927,390.077,0.0025636,0.259203984214006,-1.35013994,46.93,7.164,741,168.4,48.858,196.004,0
77.506,350.656,0.0028518,0.05082456832353269,-2.97937541,38.44,12.469,417,132.111,45.988,43.604,0
45.48,318.63,0.00313844,0.01005407983406561,-4.59977677,38.405,2.796,160,117.102,51.796,38.96,0
60.705,333.855,0.00299531,0.02258024717607829,-3.79067977,41.698,10.798,902,199.116,54.2,150.936,0
82.342,355.492,0.002813,0.06328777505292207,-2.7600631,40.383,6.856,961,125.405,44.012,79.145,0
58.438,331.588,0.00301579,0.02011184747704248,-3.90644621,41.719,9.318,1156,240.573,37.709,48.235,0
90.144,363.294,0.00275259,0.0890505328293874,-2.41855129,39.347,9.621,308,53.843,39.335,195.428,0
61.124,334.274,0.00299156,0.02306462818133378,-3.76945508,42.86,5.78,302,145.393,42.751,29.873,0
76.261,349.411,0.00286196,0.04798730857845405,-3.03681871,39.514,3.241,609,124.273,54.69,172.257,0
26.667,299.817,0.00333537,0.003302574036894792,-5.7130531,35.341,1.75,1103,259.787,45.085,111.832,0
65.669,338.819,0.00295143,0.02893803359605792,-3.54259851,43.425,6.049,967,163.449,53.087,126.295,0
115.876,389.026,0.00257052,0.2492515550366227,-1.38929263,44.549,2.383,1136,93.55,43.714,134.361,0
59.759,332.909,0.00300382,0.02151948570421927,-3.83879644,39.307,3.91,965,270.086,51.803,98.042,0
46.475,319.625,0.00312867,0.01062499859962315,-4.5445457,41.953,14.073,862,141.749,46.752,71.129,0
99.521,372.671,0.00268333,0.1317276580183283,-2.02701868,37.827,14.59,173,176.534,51.601,203.499,0
130.844,403.994,0.00247528,0.4270298820957505,-0.85090129,44.522,7.23,1151,209.681,42.654,79.168,0
125.601,398.751,0.00250783,0.3552654861325468,-1.03488992,44.379,4.179,573,271.233,47.295,85.974,0
54.396,327.546,0.00305301,0.01629608519044801,-4.11683037,35.675,4.492,554,122.72,46.012,11.399,0
38.9,312.05,0.00320461,0.006916192737725109,-4.97388984,36.747,6.224,666,222.75,48.888,197.881,0
20.442,293.592,0.00340609,0.002214257132879646,-6.11283831,40.59,12.121,1045,52.833,48.468,207.338,0
41.769,314.919,0.00317542,0.008157255378356945,-4.80884752,42.762,6.525,1059,53.554,51.377,39.352,0
38.348,311.498,0.00321029,0.00669768737744477,-5.00599298,43.23,2.359,853,286.252,46.798,101.305,0
111.2,384.35,0.0026018,0.2088618442973262,-1.56608228,37.49,11.158,671,54.488,40.581,133.909,0
21.676,294.826,0.00339183,0.002400097028111097,-6.03224611,40.936,11.306,1189,157.771,49.967,199.235,0
28.192,301.342,0.00331849,0.003633232295587579,-5.61763259,40.658,14.226,341,135.083,38.103,51.564,0
125.025,398.175,0.00251146,0.3480537171654092,-1.05539845,47.6,3.735,980,277.585,55.141,213.841,1
139.135,412.285,0.00242551,0.5658068879771343,-0.56950245,45.606,3.718,319,235.956,41.194,134.081,0
50.489,323.639,0.00308986,0.01323113418770992,-4.32518258,37.411,14.618,215,74.716,48.149,249.4,0
103.085,376.235,0.00265791,0.1520837401501451,-1.88332399,40.631,3.118,533,182.693,42.041,125.062,0
116.879,390.029,0.00256391,0.2587420966469567,-1.35192348,46.996,6.599,877,226.351,39.702,140.622,0
81.2,354.35,0.00282207,0.0601260049498514,-2.81131284,44.898,10.142,948,275.318,46.151,155.951,0
50.779,323.929,0.0030871,0.01343966601800455,-4.30954479,36.096,2.166,625,77.271,46.983,70.903,0
132.941,406.091,0.0024625,0.4590285156136441,-0.77864295,39.854,2.563,165,207.151,38.654,154.012,0
81.501,354.651,0.00281967,0.06094565139709605,-2.79777277,42.201,7.785,761,125.287,42.115,46.187,0
121.753,394.903,0.00253227,0.3094268718213929,-1.17303349,45.779,9.668,393,126.66,54.179,161.977,0
65.813,338.963,0.00295017,0.02914387814339648,-3.5355104,41.635,11.03,715,240.715,52.131,118.204,0
63.559,336.709,0.00296992,0.02606519886393333,-3.64715423,44.718,7.835,466,28.634,47.911,115.878,0
80.196,353.346,0.00283009,0.05746132466915718,-2.85664317,36.716,6.479,292,142.784,43.121,84.885,0
108.893,382.043,0.00261751,0.1911112960808645,-1.65489932,42.469,8.125,345,205.941,46.796,85.487,0
124.771,397.921,0.00251306,0.3449137105736049,-1.06446101,45.906,1.434,724,86.544,38.728,52.767,1
118.624,391.774,0.00255249,0.2759969741715065,-1.28736538,38.385,12.137,1062,49.29,44.483,211.239,0
104.914,378.064,0.00264505,0.1635504794327433,-1.81063359,38.192,12.545,1067,127.822,42.633,117.264,0
84.856,358.006,0.00279325,0.0707647696188959,-2.64839401,40.207,2.659,622,73.182,54.885,159.798,0
105.471,378.621,0.00264116,0.1671880403957629,-1.78863611,41.786,2.284,516,211.422,47.443,115.613,0
71.843,344.993,0.00289861,0.03900725178161486,-3.24400771,42.047,9.35,400,34.62,51.988,212.012,0
136.021,409.171,0.00244397,0.5097396179865324,-0.67385524,47.193,8.68,787,68.815,56.293,176.362,0
87.149,360.299,0.00277547,0.0782457802771772,-2.54790038,43.771,11.315,1017,130.05,55.502,93.994,0
106.715,379.865,0.00263251,0.1755660405361972,-1.73974001,45.2,11.691,592,74.882,54.811,235.822,0
117.407,390.557,0.00256045,0.2638620903681902,-1.3323287,41.4,7.815,1130,48.464,41.723,228.656,0
79.444,352.594,0.00283612,0.05553372052368093,-2.89076487,36.047,5.702,177,85.066,52.041,59.066,0
97.928,371.078,0.00269485,0.1234229200395736,-2.09213845,37.528,11.058,863,131.021,51.464,71.777,0
119.103,392.253,0.00254938,0.2809033145855897,-1.26974475,40.091,11.423,691,218.312,41.068,21.663,0
65.135,338.285,0.00295609,0.02818582031405695,-3.56893625,39.31,10.125,741,244.461,45.839,216.289,0
112.605,385.755,0.00259232,0.2203557978390716,-1.51251178,45.033,11.584,392,58.519,38.901,174.578,0
106.559,379.709,0.0026336,0.174495887724664,-1.7458541,41.077,4.283,441,51.221,54.46,99.249,0
29.511,302.661,0.00330403,0.003942748631438265,-5.53587718,39.767,11.689,863,156.048,52.44,189.469,0
105.464,378.614,0.00264121,0.1671418948510832,-1.78891216,41.923,9.283,528,178.618,54.708,171.622,0
121.769,394.919,0.00253216,0.3096063837577868,-1.17245352,41.426,5.54,865,68.495,47.444,14.771,0
66.707,339.857,0.00294241,0.0304509078649479,-3.49163947,38.341,10.814,998,17.346,43.462,118.104,0
57.641,330.791,0.00302306,0.0193024599376061,-3.94752273,38.285,8.492,857,116.254,53.064,92.179,0
127.31,400.46,0.00249713,0.377423255940544,-0.97438803,38.744,12.639,505,52.043,45.152,238.607,0
60.461,333.611,0.0029975,0.02230232601305132,-3.8030643,41.571,9.579,872,164.796,51.445,133.935,0
137.372,410.522,0.00243592,0.533451218191375,-0.62838765,44.367,11.134,916,13.395,55.961,168.021,0
53.641,326.791,0.00306006,0.01565907573596495,-4.15670461,44.304,14.227,1151,79.545,43.05,36.474,0
51.538,324.688,0.00307988,0.01399928288275261,-4.26874917,35.967,11.754,507,218.571,41.6,167.254,0
119.688,392.838,0.00254558,0.2869971326570874,-1.24828305,44.333,9.623,657,80.111,51.927,174.344,0
88.055,361.205,0.00276851,0.08138653479662603,-2.50854544,44.624,5.777,917,131.127,37.735,19.158,0
23.25,296.4,0.00337382,0.002657359066384141,-5.93042248,44.797,14.03,1131,218.567,40.188,40.769,0
69.616,342.766,0.00291744,0.03506783205642492,-3.35047103,36.085,13.576,887,184.198,51.076,65.917,0
91.002,364.152,0.00274611,0.09237602883279128,-2.38188776,37.811,1.879,370,114.225,52.681,113.677,0
91.114,364.264,0.00274526,0.0928180093135375,-2.37711459,36.754,13.068,387,278.357,49.171,81.304,0
115.619,388.769,0.00257222,0.2468686633793613,-1.39889881,41.081,13.604,458,256.199,37.795,139.601,0
104.079,377.229,0.00265091,0.1582258622947731,-1.84373176,42.646,12.098,200,93.362,37.798,50.589,0
47.878,321.028,0.00311499,0.01147885266081059,-4.46724884,44.397,12.296,478,125.992,46.54,84.372,0
133.904,407.054,0.00245668,0.4743976517783615,-0.74570938,45.464,8.337,539,236.199,53.373,12.897,0
135.354,408.504,0.00244796,0.4983693272771189,-0.69641386,46.396,10.976,450,13.243,46.192,98.823,0
65.342,338.492,0.00295428,0.02847534041727956,-3.55871681,39.474,12.324,507,190.332,46.61,23.055,0
107.618,380.768,0.00262627,0.1818728926662171,-1.70444723,40.705,13.797,346,179.115,40.529,5.067,0
135.923,409.073,0.00244455,0.5080552455927627,-0.67716509,41.969,7.558,1188,139.97,43.607,78.918,0
89.774,362.924,0.0027554,0.0876489722401954,-2.43441539,43.262,5.659,518,192.037,45.825,21.757,0
58.24,331.39,0.00301759,0.01990802280627194,-3.91663247,36.056,4.63,658,285.712,46.926,64.462,0
33.774,306.924,0.00325814,0.005110542235891163,-5.27644977,35.805,5.976,914,94.152,54.335,77.056,0
100.536,373.686,0.00267604,0.1372685043945808,-1.98581639,42.202,7.904,266,83.713,47.976,186.698,0
126.769,399.919,0.00250051,0.3702841730536701,-0.99348453,42.323,1.313,775,214.152,52.579,15.602,0
68.119,341.269,0.00293024,0.03262040963967432,-3.42281712,37.743,4.172,422,256.855,49.593,189.46,0
37.603,310.753,0.00321799,0.006412529806428888,-5.04950142,43.474,10.635,213,14.289,48.626,25.151,0
101.406,374.556,0.00266983,0.1421776620828793,-1.95067786,45.252,13.265,204,94.166,42.397,225.636,0
67.72,340.87,0.00293367,0.03199399648699248,-3.442207,35.81,8.665,1159,126.059,41.517,232.168,0
39.961,313.111,0.00319376,0.007354063691055808,-4.91250224,36.973,4.264,167,53.834,51.107,229.836,0
139.247,412.397,0.00242485,0.5679177990344623,-0.56577859,45.674,13.429,937,120.228,41.393,79.709,0
116.762,389.912,0.00256468,0.2576192169859597,-1.35627269,46.231,13.663,671,207.574,44.887,12.677,0
57.116,330.266,0.00302786,0.01878514320112828,-3.97468898,35.888,9.848,705,288.055,37.897,79.982,0
74.995,348.145,0.00287237,0.04524549262580638,-3.09565222,37.021,2.988,997,45.502,49.674,16.79,0
104.205,377.355,0.00265002,0.1590195829742359,-1.83872792,39.147,11.916,940,94.266,51.648,218.146,0
63.078,336.228,0.00297417,0.02544661261496866,-3.67117264,40.314,12.275,107,197.521,45.121,33.028,0
65.844,338.994,0.0029499,0.0291883600901936,-3.53398528,37.163,2.16,142,138.353,54.758,31.874,0
80.257,353.407,0.0028296,0.05762022242591288,-2.85388169,42.43,5.127,168,113.204,43.481,47.763,0
75.34,348.49,0.00286952,0.04597870052163889,-3.07957702,35.519,5.094,1178,24.244,43.595,239.166,0
83.663,356.813,0.00280259,0.06712561561572626,-2.70118956,42.088,9.211,576,232.185,47.582,116.281,0
39.07,312.22,0.00320287,0.006984751447428222,-4.96402587,36.031,4.601,540,289.789,51.075,151.509,0
138.329,411.479,0.00243026,0.5508125685383494,-0.59636069,43.625,8.196,1182,237.922,45.187,27.454,0
43.431,316.581,0.00315875,0.008963383095839926,-4.71460755,36.596,12.797,116,43.604,51.694,43.92,0
48.398,321.548,0.00310996,0.01181044113854532,-4.4387713,35.16,4.334,910,209.168,40.382,90.091,0
40.395,313.545,0.00318933,0.007540162984351116,-4.88751148,39.74,6.244,332,168.098,54.673,203.545,0
20.195,293.345,0.00340896,0.002178646958833754,-6.12905126,39.678,1.031,310,171.554,52.944,98.146,0
